congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
115,President,99912,99,0,USA,200,0,0,"TRUMP, Donald John",,1946,,,,,,,,,,
115,Senate,41704,41,0,AL,200,,,"STRANGE, Luther  Johnson, III",S001202,1953,,0.56,0.18,-10.12332,0.95801,236,4,,0.57,0.225
115,Senate,41705,41,0,AL,100,,,"JONES, Gordon Douglas (Doug)",J000300,1954,,-0.087,0.194,-37.71254,0.84047,217,21,,-0.113,0.108
115,Senate,49700,41,0,AL,200,,,"SESSIONS, Jefferson Beauregard III (Jeff)",S001141,1946,,0.549,0.13,-0.56654,0.97062,19,0,,0.357,0.241
115,Senate,94659,41,0,AL,200,,,"SHELBY, Richard C.",S000320,1934,,0.429,0.519,-25.56542,0.95193,519,13,,0.394,0.49
115,Senate,40300,81,0,AK,200,,,"MURKOWSKI, Lisa",M001153,1957,,0.211,-0.291,-61.96448,0.88474,506,22,,0.229,-0.259
115,Senate,41500,81,0,AK,200,,,"SULLIVAN, Daniel Scott",S001198,1964,,0.482,0.077,-39.72904,0.92449,506,16,,0.47,0.008
115,Senate,15039,61,0,AZ,200,,,"McCAIN, John Sidney, III",M000303,1936,2018.0,0.381,-0.626,-41.58471,0.85272,261,18,,0.394,-0.762
115,Senate,15429,61,0,AZ,200,,,"KYL, Jon Llewellyn",K000352,1942,,0.548,-0.413,-8.46959,0.87605,64,2,,0.586,0.272
115,Senate,20100,61,0,AZ,200,,,"FLAKE, Jeff",F000444,1962,,0.855,-0.518,-62.93724,0.87639,477,28,,0.853,-0.522
115,Senate,20101,42,0,AR,200,,,"BOOZMAN, John",B001236,1950,,0.399,0.245,-18.06799,0.96579,519,7,,0.383,0.333
115,Senate,21301,42,0,AR,200,,,"COTTON, Tom",C001095,1977,,0.569,0.083,-32.4183,0.93979,522,13,,0.581,0.202
115,Senate,41701,71,0,CA,100,,,"HARRIS, Kamala Devi",H001075,1964,,-0.701,-0.132,-50.89698,0.90676,520,21,,-0.693,-0.068
115,Senate,49300,71,0,CA,100,,,"FEINSTEIN, Dianne",F000062,1933,,-0.268,-0.193,-101.32877,0.8118,486,44,,-0.331,-0.325
115,Senate,21112,62,0,CO,200,,,"GARDNER, Cory",G000562,1974,,0.444,-0.024,-42.40671,0.92169,520,16,,0.44,-0.124
115,Senate,40910,62,0,CO,100,,,"BENNET, Michael F.",B001267,1964,,-0.221,-0.159,-72.97678,0.86906,520,29,,-0.2,-0.148
115,Senate,20707,1,0,CT,100,,,"MURPHY, Christopher",M001169,1973,,-0.275,-0.2,-68.91929,0.87565,519,28,,-0.299,-0.044
115,Senate,41101,1,0,CT,100,,,"BLUMENTHAL, Richard",B001277,1946,,-0.431,-0.106,-81.95892,0.85418,520,35,,-0.448,-0.023
115,Senate,15015,11,0,DE,100,,,"CARPER, Thomas Richard",C000174,1947,,-0.175,-0.227,-67.6718,0.87709,516,22,,-0.183,-0.242
115,Senate,40916,11,0,DE,100,,,"COONS, Christopher A.",C001088,1963,,-0.226,-0.223,-71.8605,0.86712,504,33,,-0.214,0.001
115,Senate,14651,43,0,FL,100,,,"NELSON, Clarence William (Bill)",N000032,1942,,-0.193,0.337,-61.43426,0.88148,487,16,,-0.193,0.163
115,Senate,41102,43,0,FL,200,,,"RUBIO, Marco",R000595,1971,,0.569,-0.275,-45.5713,0.91067,487,20,,0.538,-0.065
115,Senate,29909,44,0,GA,200,,,"ISAKSON, Johnny",I000055,1944,,0.402,-0.011,-23.40168,0.95082,464,9,,0.359,0.181
115,Senate,41501,44,0,GA,200,,,"PERDUE, David Alfred, Jr.",P000612,1949,,0.566,-0.092,-38.65041,0.9281,518,18,,0.517,0.107
115,Senate,20713,82,0,HI,100,,,"HIRONO, Mazie",H001042,1947,,-0.509,-0.085,-77.17872,0.85956,510,32,,-0.441,-0.146
