congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
106,Senate,1,1999-01-08,1,1,100,0,0.0,0.0,0.0,0.0,0.0,,Resolution Agreed to,,On the Resolution,
106,Senate,2,1999-01-25,1,2,43,57,-0.004,-1.0,0.216,0.043,-24.369,,Motion Rejected,,On the Motion,
106,Senate,3,1999-01-26,1,3,41,58,0.001,-0.99,0.215,0.071,-24.833,,Motion Rejected,,On the Motion,
106,Senate,4,1999-01-27,1,4,44,56,-0.041,-0.18,0.584,-1.211,-1.589,,Motion Rejected,,On the Motion,
106,Senate,5,1999-01-27,1,5,56,44,-0.041,-0.18,-0.584,1.211,-1.589,,Motion Agreed to,,On the Motion,
106,Senate,6,1999-01-28,1,6,44,54,-0.056,-0.37,0.667,-0.728,-0.336,SRES30,Amendment Rejected,In the nature of a substitute.,On the Amendment,
106,Senate,7,1999-01-28,1,7,43,55,-0.046,-0.192,0.589,-1.222,-1.595,SRES30,Amendment Rejected,In the nature of a substitute.,On the Amendment,
106,Senate,8,1999-01-28,1,8,54,44,-0.043,-0.302,-0.665,0.717,-0.334,,Resolution Agreed to,,On the Resolution,
106,Senate,9,1999-02-04,1,9,100,0,0.0,0.0,0.0,0.0,0.0,,Motion Agreed to,,On the Motion,
106,Senate,10,1999-02-04,1,10,30,70,0.37,-0.096,-0.199,0.173,-34.856,,Motion Rejected,,On the Motion,
106,Senate,11,1999-02-04,1,11,27,73,-0.184,0.403,0.154,-0.145,-36.989,,Motion Rejected,,On the Motion,
106,Senate,12,1999-02-04,1,12,62,38,-0.098,0.584,-0.207,0.045,-27.615,,Motion Agreed to,,On the Motion,
106,Senate,13,1999-02-04,1,13,44,56,-0.041,-0.18,0.584,-1.211,-1.589,,Motion Rejected,,On the Motion,
106,Senate,14,1999-02-04,1,14,46,54,0.023,-0.008,0.726,-0.208,-1.543,,Motion Rejected,,On the Motion,
106,Senate,15,1999-02-09,1,15,59,41,0.04,0.999,0.312,0.266,-21.791,,Motion Rejected,,On the Motion,
106,Senate,16,1999-02-09,1,16,53,47,-0.01,-0.591,-0.368,0.438,-7.263,,Motion Agreed to,,On the Motion,
106,Senate,17,1999-02-12,1,17,45,56,0.206,-0.535,-0.326,-0.014,-15.555,HRES611,Not Guilty,"A resolution impeaching William Jefferson Clinton, President of the United States, for high crimes and misdemeanors.",Guilty or Not Guilty,
106,Senate,18,1999-02-12,1,18,50,51,0.121,-0.298,-0.739,-0.321,-2.012,HRES611,Not Guilty,"A resolution impeaching William Jefferson Clinton, President of the United States, for high crimes and misdemeanors.",Guilty or Not Guilty,
106,Senate,19,1999-02-12,1,19,43,56,0.247,-0.72,-0.237,-0.124,-24.081,SRES44,Motion Rejected,A resolution relating to the censure of William Jefferson Clinton.,On the Motion,
106,Senate,20,1999-02-23,1,20,87,11,0.582,-0.321,0.154,-0.472,-27.395,S4,Amendment Agreed to,To repeal the reduction in military retired pay for civilian employess of the Federal Government.,On the Amendment,
106,Senate,21,1999-02-23,1,21,100,0,0.0,0.0,0.0,0.0,0.0,S4,Amendment Agreed to,To improve the TRICARE program.,On the Amendment,
106,Senate,22,1999-02-24,1,22,94,6,0.641,-0.374,0.188,-0.386,-15.979,S4,Amendment Agreed to,To express the sense of Congress that there should continue to be parity between the adjustments in the compensation of members of the uniformed services and the adjustments in the compensation of civilian employees of the United States.,On the Amendment,
106,Senate,23,1999-02-24,1,23,100,0,0.0,0.0,0.0,0.0,0.0,S4,Amendment Agreed to,To permit members of the Ready Reserve to contribute to the Thrift Savings Plan for compensation attributable to their service in the Ready Reserve.,On the Amendment,
106,Senate,24,1999-02-24,1,24,0,100,0.0,0.0,0.0,0.0,0.0,S4,Motion to Table Failed,To amend title XVIII of the Social Security Act to require the Secretary of Veterans Affairs and the Secretary of Health and Human Services to carry out a demonstration project to provide the Department of Veterans Affairs with medicare reimbursement for medicare health-care services provided to certain medicare-eligible vetreans.,On the Motion to Table,
106,Senate,25,1999-02-24,1,25,80,20,-0.341,-0.065,-0.19,0.068,-33.862,S4,Point of Order Sustained,To provide various revenue provisions.,On the Point of Order,
106,Senate,26,1999-02-24,1,26,91,8,-0.12,-0.993,-0.045,-0.452,-24.761,S4,Bill Passed,"A bill to improve pay and retirement equity for members of the Armed Forces, and for other purposes.",On Passage of the Bill,
106,Senate,27,1999-02-25,1,27,99,0,0.0,0.0,0.0,0.0,0.0,SRES45,Resolution Agreed to,A resolution expressing the sense of the Senate regarding the human rights situation in the People's Republic of China.,On the Resolution,
106,Senate,28,1999-03-02,1,28,99,0,0.0,0.0,0.0,0.0,0.0,S314,Bill Passed,"A bill to provide for a loan guarantee program to address the Year 2000 computer problems of small business concerns, and for other purposes.",On Passage of the Bill,
106,Senate,29,1999-03-02,1,29,92,6,0.614,-0.188,0.259,-0.047,-15.828,SRES7,Resolution Agreed to,A resolution to amend Senate Resolution 208 of the 105th Congress to increase funding of the Special Committee on the Year 2000 Technology-related Problems.,On the Resolution,
106,Senate,30,1999-03-03,1,30,55,42,-0.042,-0.295,-0.665,0.716,-0.333,S280,Motion to Table Agreed to,To preserve accountability for funds under title I of the Elementary and Secondary Education Act of 1965.,On the Motion to Table,
106,Senate,31,1999-03-04,1,31,100,0,0.0,0.0,0.0,0.0,0.0,S280,Amendment Agreed to,To honor the Federal commitment to fund part B of the Individuals with Disabilities Education Act.,On the Amendment,
106,Senate,32,1999-03-04,1,32,54,43,-0.107,-0.33,-0.732,0.277,-3.128,S280,Motion to Table Agreed to,To provide that the Secretary of Education shall prescribe requirements on how States will provide for public comments and notice.,On the Motion to Table,
106,Senate,33,1999-03-05,1,33,0,88,0.0,0.0,0.0,0.0,0.0,S280,Motion to Table Failed,"To prohibit implementation of ""Know Your Customer"" regulations by the Federal banking agencies.",On the Motion to Table,
106,Senate,34,1999-03-08,1,34,54,41,-0.044,-0.297,-0.668,0.722,-0.332,S280,Cloture Motion Rejected,In the nature of a substitute.,On the Cloture Motion,
106,Senate,35,1999-03-09,1,35,55,39,-0.055,-0.362,-0.665,0.723,-0.331,S280,Cloture Motion Rejected,In the nature of a substitute.,On the Cloture Motion,
106,Senate,36,1999-03-10,1,36,44,55,-0.049,-0.329,0.672,-0.721,-0.333,S280,Cloture Motion Rejected,A bill to provide for education flexibility partnerships.,On the Cloture Motion,
