congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
108,Senate,1,2003-01-07,1,1,51,46,0.059,-0.116,-0.624,1.001,-1.779,,Motion to Adjourn Agreed to,,On the Motion to Adjourn,
108,Senate,2,2003-01-16,1,2,45,52,-0.019,-0.189,0.678,-0.694,-0.489,HJRES2,Amendment Rejected,To provide additional funds for certain homeland security measures.,On the Amendment,
108,Senate,3,2003-01-16,1,3,45,52,-0.019,-0.189,0.678,-0.694,-0.489,HJRES2,Amendment Rejected,To provide additional funds for certain homeland security measures.,On the Amendment,
108,Senate,4,2003-01-16,1,4,52,45,-0.057,0.007,-0.738,0.202,-1.48,HJRES2,Amendment Agreed to,To provide additional funding for innovative programs at the state and local level.,On the Amendment,
108,Senate,5,2003-01-16,1,5,46,51,-0.012,-0.148,0.681,-0.698,-0.495,HJRES2,Amendment Rejected,To provide additional funding for education.,On the Amendment,
108,Senate,6,2003-01-17,1,6,52,46,-0.057,-0.998,-0.529,0.05,-5.343,HJRES2,Motion to Table Agreed to,"To restore funding for nondiscretionary Byrne grants to a level of $500,000,000.",On the Motion to Table,
108,Senate,7,2003-01-17,1,7,46,52,-0.057,-0.001,0.739,-0.203,-1.48,HJRES2,Amendment Rejected,To nullify all across-the-board rescissions contained in this joint resolution.,On the Amendment,
108,Senate,8,2003-01-17,1,8,62,33,0.367,0.814,0.193,-0.089,-36.271,HJRES2,Motion to Table Agreed to,To strike section 211 of Division B.,On the Motion to Table,
108,Senate,9,2003-01-21,1,9,92,0,0.0,0.0,0.0,0.0,0.0,S121,Bill Passed,"A bill to enhance the operation of the AMBER Alert communications network in order to facilitate the recovery of abducted children, to provide for enhanced notification on highways of alerts and information on such children, and for other purposes.",On Passage of the Bill,
108,Senate,10,2003-01-21,1,10,88,4,0.574,-0.099,0.715,-0.366,-7.449,HJRES2,Amendment Agreed to,To provide additional amounts for low-income home energy assistance.,On the Amendment,
108,Senate,11,2003-01-22,1,11,51,45,-0.345,0.844,-0.51,-1.023,-16.092,HJRES2,Amendment Agreed to,To provide for a study by the National Academy of Sciences.,On the Amendment,
108,Senate,12,2003-01-22,1,12,46,51,-0.226,0.654,0.324,0.574,-19.671,HJRES2,Amendment Rejected,To require a study of the final rule relating to prevention of significant deterioration and nonattainment new source review to determine the effects of the final rule on air pollution and human health.,On the Amendment,
108,Senate,13,2003-01-22,1,13,95,0,0.0,0.0,0.0,0.0,0.0,PN1,Nomination Confirmed,"Thomas J. Ridge, of Pennsylvania, to be Secretary of Homeland Security",On the Nomination,
108,Senate,14,2003-01-22,1,14,45,49,0.08,-0.17,0.738,0.136,-2.52,HJRES2,Motion Rejected,To expend the Temporary Extended Unemployment Compensation Act of 2002.,On the Motion,
108,Senate,15,2003-01-22,1,15,59,35,-0.138,-0.247,-0.308,-0.098,-16.395,HJRES2,Amendment Agreed to,To provide agricultural assistance.,On the Amendment,
