congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
105,Senate,1,1997-01-22,1,1,100,0,0.0,0.0,0.0,0.0,0.0,PN1,Nomination Confirmed,"Madeleine Korbel Albright, of the District of Columbia, to be Secretary of State",On the Nomination,"(SENATE CONFIRMED THE NOMINATION OF MADELEINE KORBEL ALBRIGHT, OF THE DISTRICT OF COLUMBIA, TO BE SECRETARY OF STATE.)"
105,Senate,2,1997-01-22,1,2,100,0,0.0,0.0,0.0,0.0,0.0,PN2,Nomination Confirmed,"William S. Cohen, of Maine, to be Secretary of Defense",On the Nomination,"(SENATE CONFIRMED THE NOMINATION OF WILLIAM S. COHEN, OF MAINE, TO BE SECRETARY OF DEFENSE.)"
105,Senate,3,1997-01-29,1,3,100,0,0.0,0.0,0.0,0.0,0.0,PN80,Nomination Confirmed,"Andrew M. Cuomo, of New York, to be Secretary of Housing and Urban Development",On the Nomination,"(SENATE CONFIRMED THE NOMINATION OF ANDREW M. CUOMO, OF NEW YORK, TO BE SECRETARY OF HOUSING AND URBAN DEVELOPMENT.)"
105,Senate,4,1997-01-30,1,4,96,2,0.0,0.0,0.0,0.0,0.0,PN81,Nomination Confirmed,"William M. Daley, of Illinois, to be Secretary of Commerce",On the Nomination,"(SENATE CONFIRMED THE NOMINATION OF WILLIAM M. DALEY, OF ILLINOIS, TO BE SECRETARY OF COMMERCE.)"
105,Senate,5,1997-02-04,1,5,98,0,0.0,0.0,0.0,0.0,0.0,SRES47,Resolution Agreed to,A resolution expressing the sense of the Senate concerning the need for accurate guidelines for breast cancer screening for women between the ages of 40 and 49.,On the Resolution,"(SENATE AGREED TO S.RES. 47, EXPRESSING THE SENSE OF THE SENATE CONCERNING THE NEED FOR ACCURATE GUIDELINES FOR BREAST CANCER SCREENING FOR WOMEN BETWEEN THE AGES OF 40 AND 49.)"
105,Senate,6,1997-02-06,1,6,99,0,0.0,0.0,0.0,0.0,0.0,PN83,Nomination Confirmed,"Rodney E. Slater, of Arkansas, to be Secretary of Transportation",On the Nomination,"(SENATE CONFIRMED THE NOMINATION OF RODNEY E. SLATER, OF ARKANSAS, TO BE SECRETARY OF TRANSPORTATION.)"
105,Senate,7,1997-02-10,1,7,64,35,-0.217,-0.396,-0.31,0.067,-21.95,SJRES1,Motion to Table Agreed to,To allow waiver of the article in the event of an economic recession or serious economic emergency.,On the Motion to Table,"(SENATE REJECTED DURBIN AMENDMENT NO. 2, TO ALLOW FOR THE WAIVER OF THE ARTICLE IN THE EVENT OF AN ECONOMIC RECESSION OR SERIOUS ECONOMIC EMERGENCY WITH A MAJORITY IN BOTH HOUSES OF CONGRESS.)"
105,Senate,8,1997-02-11,1,8,64,36,-0.176,0.394,-0.263,0.004,-23.824,SJRES1,Motion to Table Agreed to,"To state the policy of the United States that, in achieving a balanced budget, Federal outlays should not be reduced in a manner that disproportionately affects outlays for education, nutrition, and health programs for poor children.",On the Motion to Table,"(SENATE TABLED WELLSTONE AMENDMENT NO. 3, TO STATE THE POLICY OF THE UNITED STATES THAT, IN ACHIEVING A BALANCED BUDGET, FEDERAL OUTLAYS SHOULD NOT BE REDUCED IN A MANNER THAT DISPROPORTIONATELY AFFECTS OUTLAYS FOR EDUCATION, NUTRITION, AND HEALTH PROGRAMS FOR POOR CHILDREN.)"
105,Senate,9,1997-02-11,1,9,101,0,0.0,0.0,0.0,0.0,0.0,PN3,Nomination Confirmed,"Bill Richardson, of New Mexico, to be the Representative of the United States of America to the United Nations with the rank and status of Ambassador, and the Representative of the United States of America in the Security Council of the United Nations",On the Nomination,"(SENATE CONFIRMED THE NOMINATION OF BILL RICHARDSON, OF NEW MEXICO, TO BE THE REPRESENTATIVE OF THE UNITED STATES OF AMERICA TO THE UNITED NATIONS WITH THE RANK AND STATUS OF AMBASSADOR, AND THE REPRESENTATIVE OF THE UNITED STATES OF AMERICA IN THE SECURITY COUNCIL OF THE UNITED NATIONS.)"
105,Senate,10,1997-02-12,1,10,64,36,-0.2,-0.137,-0.322,0.056,-20.374,SJRES1,Motion to Table Agreed to,To simplify the conditions for a declaration of an imminent and serious threat to national security.,On the Motion to Table,"(SENATE TABLED DODD MODIFIED AMENDMENT NO. 4, TO SIMPLIFY THE CONDITIONS FOR A DECLARATION OF AN IMMINENT AND SERIOUS THREAT TO NATIONAL SECURITY.)"
