congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
111,Senate,1,2009-01-11,1,1,66,12,0.152,-0.954,0.299,-0.464,-13.202,S22,Cloture Motion Agreed to,"A bill to designate certain land components of the National Wilderness Preservation System, to authorize certain programs and activities in the Department of the Interior and the Department of Agriculture, and for other purposes.",On the Cloture Motion,
111,Senate,2,2009-01-14,1,2,68,24,0.415,0.145,0.198,-0.227,-28.296,S22,Cloture Motion Agreed to,"A bill to designate certain land as components of the National Wilderness Preservation System, to authorize certain programs and activities in the Department of the Interior and the Department of Agriculture, and for other purposes.",On the Cloture Motion,
111,Senate,3,2009-01-15,1,3,73,21,0.312,-0.95,0.286,-0.151,-22.324,S22,Bill Passed,"A bill to designate certain land as components of the National Wilderness Preservation System, to authorize certain programs and activities in the Department of the Interior and the Department of Agriculture, and for other purposes.",On Passage of the Bill,
111,Senate,4,2009-01-15,1,4,72,23,0.318,0.537,0.516,0.303,-15.189,S181,Cloture Motion Agreed to,"A bill to amend title VII of the Civil Rights Act of 1964 and the Age Discrimination in Employment Act of 1967, and to modify the operation of the Americans with Disabilities Act of 1990 and the Rehabilitation Act of 1973, to clarify that a discriminatory compensation decision or other practice that is unlawful under such Acts occurs each time compensation is paid pursuant to the discriminatory compensation decision or other practice, and for other purposes.",On the Cloture Motion,
111,Senate,5,2009-01-15,1,5,42,52,-0.048,0.999,-0.155,-0.043,-36.066,SJRES5,Joint Resolution Defeated,A joint resolution relating to the disapproval of obligations under the Emergency Economic Stabilization Act of 2008.,On the Joint Resolution,
111,Senate,6,2009-01-21,1,6,95,2,0.0,0.0,0.0,0.0,0.0,PN641,Nomination Confirmed,"Hillary Rodham Clinton, of New York, to be Secretary of State",On the Nomination,
111,Senate,7,2009-01-22,1,7,40,55,0.101,-0.094,-0.67,0.478,-2.015,S181,Amendment Rejected,In the nature of a substitute.,On the Amendment,
111,Senate,8,2009-01-22,1,8,53,43,-0.066,0.001,0.666,0.622,-7.589,S181,Motion to Table Agreed to,To provide a rule of construction.,On the Motion to Table,
111,Senate,9,2009-01-22,1,9,55,39,0.12,-0.226,0.713,-0.233,-2.652,S181,Motion to Table Agreed to,To limit the application of the bill to discriminatory compensation decisions.,On the Motion to Table,
111,Senate,10,2009-01-22,1,10,55,41,0.011,-0.247,0.336,-0.075,-6.176,S181,Motion to Table Agreed to,To clarify standing.,On the Motion to Table,
