congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
109,Senate,1,2005-01-06,1,1,1,74,0.0,0.0,0.0,0.0,0.0,,Objection Not Sustained,,On the Objection,
109,Senate,2,2005-01-26,1,2,86,13,-0.396,0.128,-0.296,0.008,-23.091,PN8,Nomination Confirmed,"Condoleezza Rice, of California, to be Secretary of State",On the Nomination,
109,Senate,3,2005-02-03,1,3,61,36,-0.179,0.027,-0.722,-0.336,-8.2,PN12,Nomination Confirmed,"Alberto R. Gonzales, of Texas, to be Attorney General",On the Nomination,
109,Senate,4,2005-02-07,1,4,93,0,0.0,0.0,0.0,0.0,0.0,SRES38,Resolution Agreed to,"A resolution commending the people of Iraq on the January 30, 2005, national elections.",On the Resolution,
109,Senate,5,2005-02-09,1,5,60,39,-0.116,0.292,-0.671,0.55,-13.394,S5,Motion to Table Agreed to,To exempt class action lawsuits brought by the attorney general of any State from the modified civil procedures required by this Act.,On the Motion to Table,
109,Senate,6,2005-02-09,1,6,40,59,-0.107,0.272,0.635,-0.514,-11.426,S5,Amendment Rejected,"To amend the definition of class action in title 28, United States Code, to exclude class actions relating to civil rights or the payment of wages.",On the Amendment,
109,Senate,7,2005-02-09,1,7,38,61,-0.08,0.91,0.396,-0.155,-16.053,S5,Amendment Rejected,"To clarify the application of State law in certain class actions, and for other purposes.",On the Amendment,
109,Senate,8,2005-02-10,1,8,37,61,-0.179,0.035,0.624,-0.493,-16.2,S5,Amendment Rejected,To establish time limits for action by Federal district courts on motions to remand cases that have been removed to Federal court.,On the Amendment,
109,Senate,9,2005-02-10,1,9,73,26,-0.277,-0.001,-0.479,0.216,-23.013,S5,Bill Passed,"A bill to amend the procedures that apply to consideration of interstate class actions to assure fairer outcomes for class members and defendants, and for other purposes.",On Passage of the Bill,
109,Senate,10,2005-02-15,1,10,99,0,0.0,0.0,0.0,0.0,0.0,PN122,Nomination Confirmed,"Michael Chertoff, of New Jersey, to be Secretary of Homeland Security",On the Nomination,
109,Senate,11,2005-02-17,1,11,98,0,0.0,0.0,0.0,0.0,0.0,S306,Bill Passed,A bill to prohibit discrimination on the basis of genetic information with respect to health insurance and employment.,On Passage of the Bill,
109,Senate,12,2005-03-01,1,12,63,32,-0.194,-0.33,-0.418,-0.208,-16.851,S256,Amendment Agreed to,To clarify the safe harbor with respect to debtors who have serious medical conditions or who have been called or ordered to active duty in the Armed Forces and low income veterans.,On the Amendment,
109,Senate,13,2005-03-01,1,13,38,58,-0.118,-0.11,0.285,0.175,-15.939,S256,Amendment Rejected,"To protect servicemembers and veterans from means testing in bankruptcy, to disallow certain claims by lenders charging usurious interest rates to servicemembers, and to allow servicemembers to exempt property based on the law of the State of their premilitary residence.",On the Amendment,
109,Senate,14,2005-03-02,1,14,40,59,-0.137,-0.002,0.553,-0.407,-10.009,S256,Amendment Rejected,To provide a homestead floor for the elderly.,On the Amendment,
109,Senate,15,2005-03-02,1,15,40,59,-0.099,0.265,0.244,0.031,-17.38,S256,Amendment Rejected,"To require enhanced disclosure to consumers regarding the consequences of making only minimum required payments in the repayment of credit card debt, and for other purposes.",On the Amendment,
109,Senate,16,2005-03-02,1,16,39,58,-0.136,-0.104,0.39,-0.081,-10.537,S256,Amendment Rejected,To exempt debtors whose financial problems were caused by serious medical problems from means testing.,On the Amendment,
109,Senate,17,2005-03-02,1,17,39,58,-0.148,-0.183,0.493,-0.071,-9.465,S256,Amendment Rejected,To provide protection for medical debt homeowners.,On the Amendment,
109,Senate,18,2005-03-02,1,18,37,60,-0.191,-0.283,0.898,-0.454,-12.417,S256,Amendment Rejected,To preserve existing bankruptcy protections for individuals experiencing economic distress as caregivers to ill or disabled family members.,On the Amendment,
109,Senate,19,2005-03-03,1,19,52,47,-0.314,-0.949,0.141,-0.358,-43.373,SJRES4,Joint Resolution Passed,"A joint resolution providing for congressional disapproval of the rule submitted by the Department of Agriculture under chapter 8 of title 5, United States Code, relating to risk zones for introduction of bovine spongiform encephalopathy.",On the Joint Resolution,
109,Senate,20,2005-03-03,1,20,24,74,-0.209,0.649,0.267,-0.151,-27.204,S256,Amendment Rejected,To limit the amount of interest that can be charged on any extension of credit to 30 percent.,On the Amendment,
109,Senate,21,2005-03-03,1,21,37,61,-0.177,-0.273,0.332,-0.173,-15.13,S256,Amendment Rejected,To exempt debtors from means testing if their financial problems were caused by identity theft.,On the Amendment,
109,Senate,22,2005-03-03,1,22,40,58,-0.09,0.04,0.279,0.03,-13.592,S256,Amendment Rejected,To discourage predatory lending practices.,On the Amendment,
109,Senate,23,2005-03-03,1,23,39,56,-0.095,-0.024,0.428,0.168,-7.966,S256,Amendment Rejected,To limit the exemption for asset protection trusts.,On the Amendment,
109,Senate,24,2005-03-03,1,24,40,54,-0.08,0.785,0.322,0.071,-12.347,S256,Amendment Rejected,To amend the wage priority provision and to amend the payment of insurance benefits to retirees.,On the Amendment,
109,Senate,25,2005-03-03,1,25,40,54,-0.062,0.029,0.743,-0.116,-1.256,S256,Amendment Rejected,To protect employees and retirees from corporate practices that deprive them of their earnings and retirement savings when a business files for bankruptcy.,On the Amendment,
109,Senate,26,2005-03-07,1,26,46,49,0.153,0.005,0.348,-0.149,-9.647,S256,Amendment Rejected,To amend the Fair Labor Standards Act of 1938 to provide for an increase in the Federal minimum wage.,On the Amendment,
