congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
93,Senate,1,1973-01-23,,,76,12,-0.454,0.181,-0.301,0.239,-18.485,,,,,"TO CONFIRM THE NOMINATION OF WILLIAM P. CLEMENTS, JR, OF TEXAS TO BE DEPUTY SECRETARY OF DEFENSE IN THE DEPARTMENT OF DEFENSE."
93,Senate,2,1973-01-23,,,88,0,0.0,0.0,0.0,0.0,0.0,,,,,"TO CONFIRM THE NOMINATION OF JAMES R SCHLESINGER, OF VIRGINIA, TO BE DIRECTOR OF CENTRAL INTELLIGENCE."
93,Senate,3,1973-01-29,,,86,1,0.0,0.0,0.0,0.0,0.0,,,,,"TO CONFIRM THE NOMINATION OF ELLIOT RICHARDSON, OF MASSACHUSETTS, TO BE SECRETARY OF DEFENSE."
93,Senate,4,1973-01-31,,,85,3,-0.881,-0.473,-0.395,0.54,-7.159,,,,,"TO CONFIRM THE NOMINATION OF PETER J. BRENNAN, OF NEW YORK, TO BE SECRETARY OF LABOR."
93,Senate,5,1973-02-01,,,75,15,0.358,-0.929,0.169,-0.11,-25.867,S606,,,,"TO PASS S. 606, OMNIBUS RIVERS AND HARBORS AND FLOOD CONTROL BILL."
93,Senate,6,1973-02-05,,,74,18,0.327,0.945,0.246,-0.015,-21.986,S518,,,,"TO PASS S. 518, A BILL PROVIDING THAT APPOINTMENTS TO THE OFFICES OF THE DIRECTOR AND DEPUTY DIRECTOR OF THE OFFICE OF MANAGEMENT AND BUDGET SHALL BE SUBJECT TO CONFIRMATION BY THE SENATE."
93,Senate,7,1973-02-05,,,28,56,-0.923,-0.384,0.01,0.341,-48.86,S38,,,,"TO AMEND S. 38, PROPOSED AIRPORT DEVELOPMENT ACCELERATION ACT, BY PROVIDING THAT ALL AIRPORTS REGARDLESS OF SIZE RECEIVE FUNDS ON THE BASIS OF A 75%-25% MATCHING FORMULA."
93,Senate,8,1973-02-05,,,54,31,0.117,-0.935,0.341,0.103,-14.669,S38,,,,TO AMEND S. 38 BY STATING THE SENSE OF THE CONGRESS THAT NO FUNDS AUTHORIZED THEREIN SHALL BE SUBJECT TO IMPOUNDMENT.
93,Senate,9,1973-02-05,,,71,16,0.433,-0.483,0.172,0.102,-26.503,S38,,,,TO PASS S. 38.
93,Senate,10,1973-02-07,,,37,49,-0.094,0.033,-0.704,0.642,-2.698,SRE60,,,,"TO AMEND S.RES. 60, A RESOLUTION TO ESTABLISH A SELECT COMMITTEE TO INVESTIGATE 1972 PRESIDENTIAL CAMPAIGN ACTIVITIES, BY INCREASING THE SELECT COMMITTEE MEMBERSHIP FROM FIVE TO SIX, EQUALLY DIVIDED BETWEEN MAJORITY AND MINORITY."
93,Senate,11,1973-02-07,,,38,47,-0.249,-0.508,-0.508,0.622,-7.11,SRE60,,,,"TO AMEND S.RES. 60 BY INCREASING THE SELECT COMMITTEE MEMBERSHIP FROM FIVE TO SIX, EQUALLY DIVIDED BETWEEN MINORITY AND MAJORITY, AND PROVIDING THAT, IN THE EVENT OF A TIE VOTE IN THE SELECT COMMITTEE, THE POSITION TAKEN BY THE CHAIRMAN SHALL BE THE PREVAILING POSITION."
93,Senate,12,1973-02-07,,,34,49,0.083,0.475,-0.358,0.302,-8.127,SRE60,,,,TO AMEND S.RES. 60 SO AS TO BROADEN THE SCOPE OF THE INVESTIGATION FROM THE PRESIDENTIAL ELECTION CAMPAIGN OF 1972 TO THE LAST THREE PRESIDENTIAL ELECTION CAMPAIGNS.
93,Senate,13,1973-02-07,,,86,0,0.0,0.0,0.0,0.0,0.0,SRE60,,,,TO PASS S.RES. 60.
93,Senate,14,1973-02-08,,,71,10,-0.423,-0.128,-0.473,-0.455,-13.937,,,,,"TO CONFIRM THE NOMINATION OF CASPAR W. WEINBERGER, OF CALIFORNIA, TO BE SECRETARY OF HEALTH, EDUCATION, AND WELFARE."
93,Senate,15,1973-02-19,,,68,17,-0.045,-0.999,0.093,-0.312,-30.849,S59,,,,"TO AGREE TO S.RES. 59, A RESOLUTION RELATING TO THE RAILROAD TRANSPORTATION CRISIS CAUSED BY FREIGHT CAR SHORTAGES, ESPECIALLY AS IT PERTAINS TO THE SHIPMENT OF GRAIN."
