congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
104,Senate,1,1995-01-05,1,1,76,19,-0.316,-0.194,-0.241,-0.182,-25.924,SRES14,Motion to Table Agreed to,To amend the Standing Rules of the Senate to permit cloture to be invoked by a decreasing majority vote of Senators down to a majority of all Senators duly chosen and sworn.,On the Motion to Table,"S.RES.14   BY DOLE (R-KS) -- RESOLUTION AMENDING THE STANDING RULES OF THE SENATE (SENATE REJECTED HARKIN AMENDMENT NO. 1, TO AMEND THE STANDING RULES OF THE SENATE TO PERMIT CLOTURE TO BE INVOKED BY A DECREASING MAJORITY VOTE OF SENATORS DULY CHOSEN AND SWORN.)"
104,Senate,2,1995-01-05,1,2,52,39,-0.05,0.073,-0.248,0.01,-14.934,S2,Motion to Table Agreed to,To provide for the reform of the disclosure of lobbying activities intended to influence the Federal Government and for gift reform.,On the Motion to Table,"2  5 JANUARY   1995    2    52  39     3  37    49   2 S.2    BY GRASSLEY (R-IA) -- CONGRESSIONAL ACCOUNTABILITY ACT OF 1995 (PUB. L. 104-1, APPROVED 1/23/95) (SENATE REJECTED LEVIN AMENDMENT NO. 3, TO PROVIDE FOR THE REFORM OF THE DISCLOSURE OF LOBBYING ACTIVITIES INTENDED TO INFLUENCE THE FEDERAL GOVERNMENT AND FOR GIFT REFORM.)"
104,Senate,3,1995-01-06,1,3,74,17,-0.108,-0.971,-0.222,-0.378,-22.407,S2,Motion to Table Agreed to,To restrict political contributions by lobbyists.,On the Motion to Table,"3  6 JANUARY   1995    3    74  17    23  17    51   0 (SENATE TABLED WELLSTONE AMENDMENT NO. 5, TO RESTRICT POLITICAL CONTRIBUTIONS BY LOBBYISTS.)"
104,Senate,4,1995-01-06,1,4,30,53,0.38,0.925,0.424,-0.935,-11.322,S2,Motion Rejected,To establish Congressional enforcement of a balanced budget.,On the Motion,"(THREE-FIFTHS OF THOSE SENATORS DULY CHOSEN AND SWORN NOT HAVING VOTED IN THE AFFIRMATIVE, SENATE REJECTED A MOTION TO WAIVE THE CONGRESSIONAL BUDGET ACT OF 1974 WITH RESPECT TO CONSIDERATION OF EXON MODIFIED AMENDMENT NO. 6, TO ESTABLISH CONGRESSIONAL ENFORCEMENT OF A BALANCED BUDGET.)"
104,Senate,5,1995-01-06,1,5,56,23,-0.212,-0.252,-0.711,-0.206,-10.627,S2,Motion to Table Agreed to,To express the sense of the Senate regarding the Bridgestone/Firestone dispute.,On the Motion to Table,"(SENATE TABLED SIMON AMENDMENT NO. 7, TO EXPRESS THE SENSE OF THE SENATE THAT BRIDGESTONE/FIRESTONE SHOULD RECONSIDER ITS DECISION TO HIRE PERMANENT REPLACEMENT WORKERS.)"
104,Senate,6,1995-01-10,1,6,55,44,-0.107,-0.032,-0.699,0.628,-4.175,S2,Amendment Agreed to,To modify amendment number 4 to S. 2 to clarify Senate regulations on the use of frequent flyer miles.,On the Amendment,"(SENATE AGREED TO MCCONNELL AMENDMENT NO. 8 TO AMENDMENT NO. 4, TO PROHIBIT THE PERSONAL USE OF ACCRUED FREQUENT FLYER MILES BY MEMBERS AND EMPLOYEES OF THE SENATE AND CLARIFY SENATE REGULATIONS ON THE USE OF FREQUENT FLYER MILES. .)"
104,Senate,7,1995-01-10,1,7,55,44,-0.157,-0.953,-0.29,0.203,-14.536,S2,Motion to Table Agreed to,To express the sense of the Senate with respect to a timetable for the Senate's prompt consideration of comprehensive gift ban legislation.,On the Motion to Table,"(SENATE TABLED WELLSTONE AMENDMENT NO. 9, TO EXPRESS THE SENSE OF THE SENATE WITH RESPECT TO A TIMETABLE FOR THE SENATE'S PROMPT CONSIDERATION OF COMPREHENSIVE GIFT BAN LEGISLATION.)"
104,Senate,8,1995-01-10,1,8,79,20,-0.335,-0.285,-0.245,0.002,-29.107,S2,Motion to Table Agreed to,To prohibit a request of any current or prospective congressional employee to respond to their views on organizations or policy matters.,On the Motion to Table,"(SENATE TABLED LEAHY AMENDMENT NO. 11, TO PROHIBIT A REQUEST OF ANY CURRENT OR PROSPECTIVE CONGRESSIONAL EMPLOYEE TO RESPOND TO THEIR VIEWS ON ORGANIZATIONS OR POLICY MATTERS.)"
104,Senate,9,1995-01-10,1,9,64,35,-0.156,-0.338,-0.225,-0.09,-26.582,S2,Motion to Table Agreed to,To restrict the use of campaign funds for personal purposes.,On the Motion to Table,"(SENATE TABLED KERRY AMENDMENT NO. 10, TO RESTRICT THE USE OF CAMPAIGN FUNDS FOR PERSONAL PURPOSES.)"
104,Senate,10,1995-01-10,1,10,54,45,-0.063,-0.051,-0.654,0.772,-2.829,S2,Motion to Table Agreed to,To apply to the legislative branch the requirements regarding use of frequent flyer awards for official travel that are established in the Federal Acquisition Streamlining Act of 1994.,On the Motion to Table,"(SENATE TABLED GLENN AMENDMENT NO. 13 TO AMENDMENT NO. 4, TO APPLY TO THE LEGISLATIVE BRANCH THE REQUIREMENTS REGARDING USE OF FREQUENT FLYER AWARDS FOR OFFICIAL TRAVEL THAT ARE ESTABLISHED IN THE FEDERAL ACQUISITION STREAMLINING ACT OF 1994 (P.L. 103-355).)"
