congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
108,President,99910,99,0,USA,200,0,0,"BUSH, George Walker",,1946,,0.693,-0.539,-13.82299,0.922,171,2,,,
108,Senate,49700,41,0,AL,200,0,1,"SESSIONS, Jefferson Beauregard III (Jeff)",S001141,1946,,0.549,0.13,-57.5649,0.89366,512,31,,0.552,-0.133
108,Senate,94659,41,0,AL,200,0,1,"SHELBY, Richard C.",S000320,1934,,0.429,0.519,-67.26754,0.87666,511,34,,0.386,0.378
108,Senate,12109,81,0,AK,200,0,1,"STEVENS, Theodore Fulton (Ted)",S000888,1923,2010.0,0.219,-0.5,-85.42846,0.848,518,33,,0.282,-0.127
108,Senate,40300,81,0,AK,200,2,5,"MURKOWSKI, Lisa",M001153,1957,,0.211,-0.291,-82.8967,0.84694,499,34,,0.228,-0.18
108,Senate,15039,61,0,AZ,200,0,1,"McCAIN, John Sidney, III",M000303,1936,2018.0,0.381,-0.626,-212.64497,0.65851,509,86,,0.245,-0.97
108,Senate,15429,61,0,AZ,200,0,1,"KYL, Jon Llewellyn",K000352,1942,,0.548,-0.413,-59.9154,0.88997,514,23,,0.608,-0.6
108,Senate,29305,42,0,AR,100,0,1,"LINCOLN, Blanche Lambert",L000035,1960,,-0.166,0.178,-123.47273,0.787,516,45,,-0.189,0.463
108,Senate,40301,42,0,AR,100,0,1,"PRYOR, Mark",P000590,1963,,-0.199,0.463,-110.13339,0.808,517,42,,-0.232,0.642
108,Senate,15011,71,0,CA,100,0,1,"BOXER, Barbara",B000711,1940,,-0.45,-0.423,-50.13665,0.905,501,22,,-0.43,-0.425
108,Senate,49300,71,0,CA,100,0,1,"FEINSTEIN, Dianne",F000062,1933,,-0.268,-0.192,-108.83028,0.80818,511,46,,-0.28,-0.485
108,Senate,29108,62,0,CO,200,0,1,"ALLARD, A. Wayne",A000109,1943,,0.572,-0.121,-54.54884,0.9,517,22,,0.573,0.09
108,Senate,95407,62,0,CO,200,0,1,"CAMPBELL, Ben Nighthorse",C000077,1933,,0.23,0.132,-91.88346,0.822,470,39,,0.229,0.32
108,Senate,14213,1,0,CT,100,0,1,"DODD, Christopher John",D000388,1944,,-0.328,-0.317,-73.93604,0.865,510,33,,-0.364,-0.434
108,Senate,15704,1,0,CT,100,0,1,"LIEBERMAN, Joseph I.",L000304,1942,,-0.205,-0.312,-71.21856,0.806,331,28,,-0.249,-0.55
108,Senate,14101,11,0,DE,100,0,1,"BIDEN, Joseph Robinette, Jr.",B000444,1942,,-0.314,-0.042,-113.30231,0.794,491,49,,-0.267,-0.436
108,Senate,15015,11,0,DE,100,0,1,"CARPER, Thomas Richard",C000174,1947,,-0.175,-0.227,-162.67242,0.72781,512,71,,-0.202,-0.286
108,Senate,14651,43,0,FL,100,0,1,"NELSON, Clarence William (Bill)",N000032,1942,,-0.193,0.337,-145.28586,0.75253,511,64,,-0.235,0.09
108,Senate,15503,43,0,FL,100,0,1,"GRAHAM, Daniel Robert (Bob)",G000352,1936,,-0.231,-0.012,-103.26021,0.777,410,39,,-0.345,-0.342
108,Senate,29512,44,0,GA,200,0,1,"CHAMBLISS, Saxby",C000286,1943,,0.423,0.205,-44.36228,0.915,501,21,,0.399,0.03
108,Senate,49904,44,0,GA,100,0,1,"MILLER, Zell Bryan",M001141,1932,,0.146,0.105,-108.76228,0.781,439,42,,0.287,0.112
108,Senate,4812,82,0,HI,100,0,1,"INOUYE, Daniel Ken",I000025,1924,2012.0,-0.319,0.062,-104.15978,0.802,473,38,,-0.327,0.217
108,Senate,14400,82,0,HI,100,0,1,"AKAKA, Daniel Kahikina",A000069,1924,,-0.419,0.273,-77.20507,0.854,490,34,,-0.399,-0.026
108,Senate,14809,63,0,ID,200,0,1,"CRAIG, Larry Edwin",C000858,1945,,0.494,-0.014,-47.09959,0.912,513,18,,0.521,0.161
108,Senate,29345,63,0,ID,200,0,1,"CRAPO, Michael Dean",C000880,1951,,0.511,0.295,-46.07387,0.91378,511,17,,0.493,0.375
108,Senate,15021,21,0,IL,100,0,1,"DURBIN, Richard Joseph",D000563,1944,,-0.351,-0.319,-64.10371,0.88317,516,23,,-0.435,-0.177
108,Senate,49900,21,0,IL,200,0,1,"FITZGERALD, Peter G.",F000442,1960,,0.28,-0.825,-103.07809,0.817,511,45,,0.329,-0.818
108,Senate,14506,22,0,IN,200,0,1,"LUGAR, Richard Green",L000504,1932,,0.304,-0.466,-73.27607,0.866,511,22,,0.301,-0.396
108,Senate,49901,22,0,IN,100,0,1,"BAYH, Evan",B001233,1955,,-0.158,-0.142,-166.27361,0.723,513,78,,-0.179,0.064
108,Senate,14226,31,0,IA,200,0,1,"GRASSLEY, Charles Ernest",G000386,1933,,0.346,-0.065,-50.34868,0.90755,519,19,,0.332,-0.098
108,Senate,14230,31,0,IA,100,0,1,"HARKIN, Thomas Richard (Tom)",H000206,1939,,-0.351,-0.546,-83.84428,0.846,500,38,,-0.434,0.217
108,Senate,14852,32,0,KS,200,0,1,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.413,-0.091,-56.87813,0.89601,518,25,,0.341,-0.055
108,Senate,29523,32,0,KS,200,0,1,"BROWNBACK, Sam Dale",B000953,1956,,0.439,-0.306,-66.40084,0.877,505,28,,0.37,-0.223
108,Senate,14921,51,0,KY,200,0,1,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.402,0.001,-35.88918,0.93192,509,14,,0.422,0.115
108,Senate,15406,51,0,KY,200,0,1,"BUNNING, James Paul David",B001066,1931,,0.521,-0.049,-45.55159,0.914,504,17,,0.48,0.34
108,Senate,13056,45,0,LA,100,0,1,"BREAUX, John Berlinger",B000780,1944,,-0.123,0.702,-166.78279,0.72,508,83,,-0.084,0.77
108,Senate,49702,45,0,LA,100,0,1,"LANDRIEU, Mary L.",L000550,1955,,-0.203,0.444,-118.1681,0.795,514,53,,-0.19,0.547
108,Senate,14661,2,0,ME,200,0,1,"SNOWE, Olympia Jean",S000663,1947,,0.091,-0.548,-166.56166,0.725,519,81,,0.067,-0.744
