congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
95,Senate,1,1977-01-14,,,75,0,0.0,0.0,0.0,0.0,0.0,,,,,TO INSTRUCT THE SERGEANT AT ARMS TO REQUEST THE ATTENDANCE OF ABSENT SENATORS.
95,Senate,2,1977-01-14,,,37,43,0.085,-0.652,-0.325,-0.535,-20.37,SRE18,,,,"TO TABLE THE MCGOVERN MOTION TO REFER TO THE COMMITTEE ON THE JUDICIARY S. RES. 18, A RESOLUTION EXPRESSING THE SENATE'S OPPOSITION TO A GENERAL PRESIDENTIAL PARDON OF VIETNAM DRAFT EVADERS."
95,Senate,3,1977-01-14,,,39,40,0.18,-0.943,0.306,0.596,-24.49,SRE18,,,,TO TABLE THE ALLEN MOTION TO PROCEED TO THE CONSIDERATION OF S. RES. 18.
95,Senate,4,1977-01-19,,,43,45,0.097,-0.915,0.252,0.394,-30.622,SRE18,,,,TO TABLE THE ALLEN MOTION TO PROCEED TO THE CONSIDERATION OF S. RES. 18.
95,Senate,5,1977-01-19,,,50,41,0.077,-0.818,-0.251,-0.48,-31.576,SRE18,,,,TO PROCEED TO THE CONSIDERATION OF S. RES. 18.
95,Senate,6,1977-01-20,,,69,1,0.0,0.0,0.0,0.0,0.0,,,,,TO DIRECT THE SERGEANT AT ARMS TO COMPEL  THE ATTENDANCE OF ABSENT SENATORS.
95,Senate,7,1977-01-24,,,96,1,0.0,0.0,0.0,0.0,0.0,,,,,"TO ADVISE AND CONSENT TO THE NOMINATION OF JOSEPH A. CALIFANO,JR. (DISTRICT OF COLUMBIA) TO BE SECRETARY OF HEALTH, EDUCATION, AND WELFARE."
95,Senate,8,1977-01-24,,,53,43,0.081,-0.991,-0.139,-0.205,-47.988,SRE18,,,,TO INVOKE CLOTURE AND THUS END DEBATE ON S. RES. 18.
95,Senate,9,1977-01-25,,,24,72,0.287,-0.44,-0.049,0.404,-37.501,,,,,TO RECOMMIT TO THE COMMITTEE ON THE JUDICIARY THE NOMINATION OF GRIFFIN BELL (GEORGIA) FOR ATTORNEY GENERAL OF THE UNITED STATES.
95,Senate,10,1977-01-25,,,77,21,0.443,-0.454,0.05,-0.56,-32.828,,,,,TO ADVISE AND CONSENT TO THE NOMINATION OF GRIFFIN BELL (GEORGIA) TO BE ATTORNEY GENERAL  OF THE UNITED STATES.
95,Senate,11,1977-01-25,,,49,47,0.143,-0.978,0.21,0.312,-38.808,SRE18,,,,TO TABLE S. RES. 18.
95,Senate,12,1977-01-26,,,75,21,0.38,-0.678,0.365,0.444,-18.132,,,,,TO ADVISE AND CONSENT TO THE NOMINATION OF RAY MARSHALL (TEXAS) TO BE SECRETARY OF LABOR.
95,Senate,13,1977-01-26,,,93,0,0.0,0.0,0.0,0.0,0.0,SRE48,,,,"TO AGREE TO S. RES. 48, STATING THE SENSE OF THE SENATE THAT THE RELEASE BY FRANCE OF ABU DAOUD,  ACCUSED OF HAVING PLANNED THE MURDER OF OLYMPIC ATHLETES IN MUNICH, IS HARMFUL TO THE EFFORTS OF THE COMMUNITY OF NATIONS TO STAMP OUT INTERNATIONAL TERRORISM."
95,Senate,14,1977-01-26,,,91,3,0.548,0.047,0.611,0.961,-3.867,,,,,TO ADVISE AND CONSENT TO THE NOMINATION OF ANDREW J. YOUNG (GEORGIA) TO BE THE U.S.  REPRESENTATIVE TO THE UNITED NATIONS.
95,Senate,15,1977-01-31,,,76,1,0.0,0.0,0.0,0.0,0.0,,,,,TO DIRECT THE SERGEANT AT ARMS TO REQUEST THE ATTENDANCE OF ABSENT SENATORS.
95,Senate,16,1977-01-31,,,87,0,0.0,0.0,0.0,0.0,0.0,,,,,TO INSTRUCT THE SERGEANT AT ARMS TO REQUEST THE ATTENDANCE OF ABSENT SENATORS.
95,Senate,17,1977-01-31,,,32,59,-0.418,0.478,0.12,0.12,-48.37,S474,,,,"TO AMEND S. 474, AUTHORIZING THE PRESIDENT TO DECLARE A TEMPORARY GAS EMERGENCY, BY GRANTING  THE PRESIDENT AUTHORITY TO MAKE ALLOCATIONS IN THE INTRASTATE MARKET AS WELL AS IN THE INTERSTATE MARKET."
95,Senate,18,1977-01-31,,,9,85,-0.486,0.023,0.738,-0.002,-11.728,S474,,,,"TO AMEND S. 474 BY SETTING A CEILING ON EMERGENCY GAS PRICES NOT TO EXCEED THE FEDERAL POWER COMMISSION'S ESTABLISHED APPLICABLE NATIONAL AREA RATE, PROVIDED THAT NO PRODUCER OR PIPELINE THEREUNDER SHALL RECEIVE LESS THAN ITS ACTUAL COST OF SERVICE PLUS AN 18% RETURN ON EQUITY."
95,Senate,19,1977-01-31,,,38,56,0.001,-0.998,0.161,0.225,-44.043,S474,,,,TO AMEND S. 474 BY DIRECTING THE PRESIDENT TO CONDUCT A COMPREHENSIVE STUDY OF ALL PHASES  OF THE NATURAL GAS INDUSTRY.
95,Senate,20,1977-01-31,,,64,29,-0.015,-0.631,-0.174,-0.573,-33.643,S474,,,,TO TABLE THE BROOKE AMENDMENT #15 TO S. 474.  THE BROOKE AMENDMENT WOULD PROHIBIT THE TERMINATION OF GAS SERVICE FOR USERS UNABLE TO PAY FOR SUCH SERVICE DURING AN EMERGENCY PERIOD.
95,Senate,21,1977-01-31,,,93,2,0.0,0.0,0.0,0.0,0.0,S474,,,,TO PASS S. 474.
95,Senate,22,1977-02-01,,,80,2,0.0,0.0,0.0,0.0,0.0,,,,,TO INSTRUCT THE SERGEANT AT ARMS TO REQUEST THE ATTENDANCE OF ABSENT SENATORS.
95,Senate,23,1977-02-01,,,95,4,-0.878,0.478,-0.222,-0.126,-13.299,,,,,"TO AMEND S. RES. 4, A RESOLUTION REORGANIZING THE COMMITTEE SYSTEM OF THE SENATE, BY MAINTAINING THE SPECIAL COMMITTEE ON AGING."
95,Senate,24,1977-02-01,,,76,20,0.05,-0.939,-0.089,-0.395,-39.939,,,,,TO AMEND S. RES. 4 BY REQUIRING COMMITTEES TO INCLUDE IN THEIR REPORT ON A BILL OR  JOINT RESOLUTION AN EVALUATION OF ITS REGULATORY IMPACT.
95,Senate,25,1977-02-01,,,61,28,-0.031,-0.588,-0.097,-0.385,-40.38,,,,,TO TABLE THE BROOKE AMENDMENT #20 TO THE HOUSE AMENDMENT TO S. 474.  THE BROOKE  AMENDMENT PROHIBITS TERMINATION OF GAS SERVICE FOR USERS UNABLE TO PAY FOR SUCH SERVICE DURING AN EMERGENCY PERIOD.
95,Senate,26,1977-02-02,,,93,4,0.584,-0.811,0.169,-0.194,-15.964,,,,,TO REQUEST THE SERGEANT AT ARMS TO DIRECT THE ATTENDANCE OF ABSENT SENATORS.
95,Senate,27,1977-02-02,,,58,42,0.292,-0.52,0.073,0.175,-59.727,SRES4,,,,"TO TABLE THE ALLEN AMENDMENT TO S. RES. 4, AN AMENDMENT DISAPPROVING RECOMMENDATIONS OF THE  PRESIDENT FOR PAY RAISES FOR THE CONGRESS, FEDERAL JUDGES AND TOP LEVEL EXECUTIVE BRANCH OFFICIALS."
95,Senate,28,1977-02-02,,,56,42,-0.221,-0.975,-0.063,-0.014,-62.447,,,,,"TO TABLE THE BURDICK AMENDMENT TO S. RES. 4, AN AMENDMENT WHICH MAINTAINS THE  STANDING COMMITTEE ON THE POST OFFICE AND CIVIL SERVICE."
95,Senate,29,1977-02-03,,,52,44,-0.46,0.525,-0.094,-0.265,-54.341,,,,,TO TABLE THE MCGOVERN AMENDMENT TO S. RES. 4. THE MCGOVERN AMENDMENT MAINTAINS THE  SELECT COMMITTEE ON NUTRITION AND HUMAN NEEDS THROUGH THE TERM OF THE 95TH CONGRESS.
95,Senate,30,1977-02-03,,,43,47,-0.677,0.588,-0.055,-0.335,-55.363,,,,,"TO TABLE THE CLARK AMENDMENT TO S. RES. 4, AN AMENDMENT THAT ESTABLISHES A LIMIT OF TWO MAJOR COMMITTEE CHAIRMANSHIPS PER MEMBER AND OF ONE CHAIRMANSHIP PER MEMBER OF OTHER COMMITTEES OR SUBCOMMITTEES OF THE CONGRESS."
95,Senate,31,1977-02-03,,,80,10,0.449,-0.204,0.232,0.211,-16.781,,,,,"TO TABLE THE HELMS AMENDMENT TO S. RES. 4, AN AMENDMENT THAT LIMITS THE TOTAL NUMBER OF STANDING COMMITTEES AND SUBCOMMITTEES OF THE SENATE TO ONE HUNDRED."
95,Senate,32,1977-02-03,,,64,20,-0.415,0.016,-0.174,-0.082,-33.411,,,,,"TO TABLE THE CLARK AMENDMENT TO S. RES. 4, AN AMENDMENT THAT REQUIRES EACH STANDING COMMITTEE TO ESTABLISH NO LESS THAN THREE LEGISLATIVE SUBCOMMITTEES UNLESS THE COMMITTEE RULES OTHERWISE."
95,Senate,33,1977-02-04,,,74,17,-0.57,0.288,-0.142,-0.192,-38.758,,,,,"TO TABLE THE HATHAWAY AMENDMENT TO S. RES. 4, AN AMENDMENT THAT WOULD LIMIT A SENATOR TO EIGHT YEARS CONTINOUS SERVICE ON A COMMITTEE."
95,Senate,34,1977-02-04,,,64,28,-0.441,0.166,-0.095,-0.07,-51.135,,,,,"TO TABLE THE NELSON AMENDMENT TO S. RES. 4, AN AMENDMENT THAT PROVIDES FOR A ROTATION  OF COMMITTEE CHAIRMANSHIPS AFTER NO MORE THAN SIX CONTINUOUS YEARS OF SERVICE."
