congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
92,President,99904,99,0,USA,200,0,0,"NIXON, Richard Milhous",N000116,1913,1994.0,0.552,-0.834,-48.44461,0.79,206,18,,,
92,Senate,8764,41,0,AL,100,0,1,"SPARKMAN, John Jackson",S000701,1899,1985.0,-0.204,0.795,-241.3463,0.669,600,119,,-0.045,0.561
92,Senate,12100,41,0,AL,100,0,1,"ALLEN, James Browning",A000127,1912,1978.0,0.016,1.0,-260.47668,0.713,771,123,,-0.001,1.0
92,Senate,12105,81,0,AK,100,0,1,"GRAVEL, Maurice Robert (Mike)",G000388,1930,,-0.284,0.078,-267.57374,0.655,633,130,,-0.52,0.316
92,Senate,12109,81,0,AK,200,0,1,"STEVENS, Theodore Fulton (Ted)",S000888,1923,2010.0,0.219,-0.5,-442.13831,0.536,710,226,,0.03,-0.485
92,Senate,3658,61,0,AZ,200,0,1,"GOLDWATER, Barry Morris",G000267,1909,1998.0,0.641,-0.289,-99.98044,0.801,450,41,,0.729,-0.158
92,Senate,10804,61,0,AZ,200,0,1,"FANNIN, Paul Jones",F000013,1907,2002.0,0.512,0.028,-98.25851,0.871,714,34,,0.56,0.108
92,Senate,3388,42,0,AR,100,0,1,"FULBRIGHT, James William",F000401,1905,1995.0,-0.38,0.925,-335.51053,0.607,673,173,,-0.504,0.864
92,Senate,6151,42,0,AR,100,0,1,"McCLELLAN, John Little",M000332,1896,1977.0,0.017,0.962,-221.77269,0.708,643,111,,-0.054,0.776
92,Senate,10777,71,0,CA,100,0,1,"TUNNEY, John Varick",T000410,1934,,-0.311,-0.212,-183.65086,0.782,747,86,,-0.32,-0.282
92,Senate,12103,71,0,CA,100,0,1,"CRANSTON, Alan",C000877,1914,2000.0,-0.387,-0.207,-162.56976,0.799,723,75,,-0.428,-0.124
92,Senate,142,62,0,CO,200,0,1,"ALLOTT, Gordon Llewellyn",A000161,1907,1989.0,0.308,-0.445,-144.51896,0.797,638,50,,0.325,-0.476
92,Senate,10514,62,0,CO,200,0,1,"DOMINICK, Peter Hoyt",D000409,1915,1981.0,0.369,-0.434,-173.12953,0.776,684,77,,0.406,-0.414
92,Senate,7847,1,0,CT,100,0,1,"RIBICOFF, Abraham Alexander",R000191,1910,1998.0,-0.313,-0.328,-211.13528,0.746,720,85,,-0.338,-0.332
92,Senate,12032,1,0,CT,200,0,1,"WEICKER, Lowell Palmer, Jr.",W000253,1931,,0.072,-0.995,-357.85887,0.587,672,179,,0.184,-0.806
92,Senate,823,11,0,DE,200,0,1,"BOGGS, James Caleb",B000593,1909,1993.0,0.21,-0.673,-223.08155,0.742,746,100,,0.169,-0.716
92,Senate,11044,11,0,DE,200,0,1,"ROTH, William Victor, Jr.",R000460,1921,2003.0,0.272,-0.39,-329.01931,0.653,771,149,,0.29,-0.547
92,Senate,10593,43,0,FL,200,0,1,"GURNEY, Edward John",G000531,1914,1996.0,0.306,0.183,-138.27951,0.831,749,53,,0.314,0.079
92,Senate,13101,43,0,FL,100,0,1,"CHILES, Lawton Mainor, Jr.",C000356,1930,1998.0,-0.224,0.555,-330.35149,0.615,680,160,,-0.23,0.507
92,Senate,8138,44,0,GA,100,0,1,"RUSSELL, Richard Brevard, Jr.",R000536,1897,1971.0,0.005,1.0,,,,,,,
92,Senate,9174,44,0,GA,100,0,1,"TALMADGE, Herman Eugene",T000035,1913,2002.0,-0.091,0.996,-184.49805,0.781,746,74,,-0.075,0.937
92,Senate,13103,44,0,GA,100,2,5,"GAMBRELL, David Henry",G000034,1929,,-0.137,0.761,-226.3422,0.734,732,98,,-0.135,0.747
