congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
99,Senate,1,1985-01-29,,,100,0,0.0,0.0,0.0,0.0,0.0,,,,,"TO CONFIRM THE NOMINATION OF JAMES A. BAKER III, OF TEXAS, TO BE SECRETARY OF THE TREASURY."
99,Senate,2,1985-02-06,,,98,0,0.0,0.0,0.0,0.0,0.0,,,,,"TO CONFIRM THE NOMINATION OF WILLIAM J. BENNETT, OF NORTH CAROLINA, TO BE SECRETARY OF EDUCATION."
99,Senate,3,1985-02-06,,,98,1,0.0,0.0,0.0,0.0,0.0,,,,,"TO CONFIRM THE NOMINATION OF JOHN S. HERRINGTON, OF CALIFORNIA, TO BE SECRETARY OF ENERGY."
99,Senate,4,1985-02-06,,,98,1,0.0,0.0,0.0,0.0,0.0,,,,,"TO CONFIRM THE NOMINATION OF DONALD P. HODEL, OF VIRGINIA, TO BE SECRETARY OF THE INTERIOR."
99,Senate,5,1985-02-22,,,79,2,0.0,0.0,0.0,0.0,0.0,,,,,"TO REQUEST THE ATTENDANCE OF ABSENT SENATORS DURING CONSIDERATION OF THE NOMINATION OF EDWIN MEESE III, OF CALIFORNIA, TO BE ATTORNEY GENERAL."
99,Senate,6,1985-02-22,,,89,3,0.44,-0.714,0.396,-1.534,-5.518,,,,,"TO REQUEST THE ATTENDANCE OF ABSENT SENATORS DURING CONSIDERATION OF THE NOMINATION OF EDWIN MEESE III, OF CALIFORNIA, TO BE ATTORNEY GENERAL."
99,Senate,7,1985-02-22,,,88,3,0.434,-0.679,0.397,-1.482,-4.772,,,,,"TO REQUEST THE ATTENDANCE OF ABSENT SENATORS DURING CONSIDERATION OF THE NOMINATION OF EDWIN MEESE III, OF CALIFORNIA, TO BE ATTORNEY GENERAL."
99,Senate,8,1985-02-23,,,86,2,0.0,0.0,0.0,0.0,0.0,,,,,TO REQUEST THE ATTENDANCE OF ABSENT SENATORS.
99,Senate,9,1985-02-23,,,69,32,-0.228,-0.012,-0.342,-0.108,-21.359,,,,,"TO CONFIRM THE NOMINATION OF EDWIN MEESE III, OF CALIFORNIA, TO BE ATTORNEY GENERAL."
99,Senate,10,1985-02-23,,,94,0,0.0,0.0,0.0,0.0,0.0,,,,,"TO PASS S. 391, A BILL APPROVING THE INTERSTATE AND INTERSTATE SUBSTITUTE COST ESTIMATES, TO AMEND SECTION 23 OF THE UNITED STATES CODE, AND FOR OTHER PURPOSES."
99,Senate,11,1985-02-23,,,93,0,0.0,0.0,0.0,0.0,0.0,,,,,"TO AGREE TO S. RES. 79, A MEASURE EXPRESSING THE SENSE OF THE SENATE WITH REGARD TO EMERGENCY CREDIT FOR AMERICAN FARMERS."
99,Senate,12,1985-02-28,,,94,4,0.619,-0.74,0.164,-0.311,-13.062,,,,,TO REQUEST THE ATTENDANCE OF ABSENT SENATORS.
99,Senate,13,1985-02-28,,,54,47,0.035,-0.538,0.192,-0.163,-25.334,,,,,"TO AMEND IN THE NATURE OF A SUBSTITUE, THE ZORINSKY, NE) AMENDMENT TO S 457 TO ELIMINATE A PROVISION WHICH WOULD REQUIRE BANKS TO SHELVE A PORTION OF A FARM LOAN IN ORDER TO QUALIFY FOR A FARMERS HOME ADMINISTRATION GUARANTEE."
99,Senate,14,1985-02-28,,,54,47,0.035,-0.538,0.192,-0.163,-25.334,,,,,TO AMEND S. 457 TO PROVIDE EMERGENCY FARM CREDIT ASSISTANCE.
99,Senate,15,1985-02-28,,,44,55,0.14,0.096,-0.167,0.143,-29.165,,,,,"TO AMEND S. 457 TO PROVIDE THAT, NOTWITHSTANDING ANY OTHER PROVISION OF LAW, NO OFFICER OF THE EXECUTIVE BRANCH OF THE FEDERAL GOVERNMENT SHALL TAKE ANY ACTION TO IMPLEMENT THE ACT THAT WOULD RESULT IN AN INCREASE IN THE FEDERAL DEFICIT, EXCEPT FOR SECTIONS 1 THROUGH 5.          FAILED)"
99,Senate,16,1985-02-28,,,50,50,0.159,0.256,0.172,-0.301,-22.965,,,,,"TO AMEND S 457, TO PROVIDE ADVANCE RECOURSE LOANS TO (CONTINUED) PRODUCERS OF WHEAT, FEED GRAINS, UPLAND COTTON, RICE, TOBACCO, PEANUTS, SOYBEANS, SUGAR CANE, AND SUGAR BEETS."
99,Senate,17,1985-02-28,,,62,37,0.134,-0.724,0.197,-0.128,-29.575,,,,,"TO PASS H 1096, A BILL TO AUTHORIZE FUNDS TO PROVIDE ASSISTANCE FOR FAMINE RELIEF, REHABILITATION, RECOVERY, AND REFUGEE ASSISTANCE IN AFRICA."
99,Senate,18,1985-03-07,,,98,0,0.0,0.0,0.0,0.0,0.0,,,,,"TO RATIFY TREATY DOC. 99-2, A TREATY BETWEEN THE GOVERNMENT OF THE UNITED STATES AND THE GOVERNMENT OF CANADA CONCERNING PACIFIC SALMON."
99,Senate,19,1985-03-19,,,56,45,-0.104,0.262,-0.211,-0.198,-31.506,,,,,"TO PASS S. J. RES. 71, A MEASURE APPROVING THE OBLIGATION OF $1.5 BILLION IN FUNDS AVAILABLE BY PUBLIC LAW 98-473 FOR THE PROCUREMENT OF MX MISSILES."
99,Senate,20,1985-03-20,,,56,45,-0.104,0.262,-0.211,-0.198,-31.506,,,,,"TO PASS S. J. RES. 75, A MEASURE FURTHER APPROVING THE OBLIGATION OF $1.5 BILLION IN FUNDS MADE AVAILABLE BY PUBLIC LAW 98-473 FOR PROCUREMENT OF MX MISSILES."
99,Senate,21,1985-03-20,,,99,1,0.0,0.0,0.0,0.0,0.0,,,,,"TO PASS H.R. 1239, A BILL APPROPRIATING URGENT SUPPLEMENTAL FUNDS FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 1985, FOR EMERGENCY FAMINE RELIEF AND RECOVERY IN AFRICA."
99,Senate,22,1985-03-28,,,94,0,0.0,0.0,0.0,0.0,0.0,,,,,"TO AGREE TO S. CON. RES. 15, A MEASURE EXPRESSING THE SENSE OF THE CONGRESS THAT THE PRESIDENT RESPOND TO UNFAIR TRADE PRACTICES OF JAPAN."
