congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
103,Senate,1,1993-02-03,1,1,67,33,0.017,1.0,0.423,0.297,-16.447,S5,Motion to Table Agreed to,To amend the Internal Revenue Code of 1986 to provide tax incentives for the adoption of flexible family leave policies by employers.,On the Motion to Table,"S.5    BY DODD (D-CT) -- FAMILY AND MEDICAL LEAVE ACT OF 1993 (SENATE TABLED THE CRAIG AMENDMENT NO. 4, IN THE NATURE OF A SUBSTITUTE.)"
103,Senate,2,1993-02-03,1,2,60,40,0.036,0.116,0.242,0.122,-21.275,S5,Motion to Table Agreed to,To establish provisions relating to notice.,On the Motion to Table,"(SENATE TABLED THE GORTON AMENDMENT NO. 10, TO ESTABLISH PROVISIONS RELATING TO NOTICE OF LEAVE TAKING.)"
103,Senate,3,1993-02-03,1,3,53,47,-0.051,-0.999,0.245,-0.023,-23.976,S5,Motion to Table Agreed to,To establish arbitration procedures.,On the Motion to Table,"(SENATE TABLED THE GRASSLEY AMENDMENT NO. 3, TO ESTABLISH ARBITRATION PROCEDURES.)"
103,Senate,4,1993-02-03,1,4,63,36,0.001,1.0,0.302,0.146,-20.107,S5,Motion to Table Agreed to,To permit employers to satisfy family and medical leave requirements by offering such leave as a benefit in a cafeteria plan.,On the Motion to Table,"(SENATE TABLED THE KASSEBAUM AMENDMENT NO. 11, TO MAKE FAMILY AND MEDICAL LEAVE AN OPTION UNDER AN EMPLOYER'S FLEXIBLE BENEFIT (CAFETERIA) PLAN.)"
103,Senate,5,1993-02-03,1,5,64,35,0.14,0.327,0.352,-0.005,-12.584,S5,Motion to Table Agreed to,To amend the Fair Labor Standards Act of 1938 to permit an employee to take compensatory time off in lieu of compensation for overtime hours.,On the Motion to Table,"(SENATE TABLED THE WALLOP AMENDMENT NO. 12, TO AMEND THE FAIR LABOR STANDARDS ACT TO PERMIT AN EMPLOYEE TO TAKE COMPENSATORY TIME OFF IN LIEU OF COMPENSATION FOR OVERTIME HOURS.)"
103,Senate,6,1993-02-03,1,6,56,42,0.056,0.98,0.294,-0.11,-18.986,S5,Motion to Table Agreed to,To encourage mediation of complaints filed with respect to family and medical leave.,On the Motion to Table,"(SENATE TABLED THE DANFORTH AMENDMENT NO. 14, TO ENCOURAGE MEDIATION OF COMPLAINTS FILED WITH RESPECT TO FAMILY AND MEDICAL LEAVE.)"
103,Senate,7,1993-02-04,1,7,67,31,0.061,0.6,0.403,0.304,-14.163,S5,Motion to Table Agreed to,To limit the period for which a public employer may be required to provide family and medical leave.,On the Motion to Table,"(SENATE TABLED THE DOLE AMENDMENT NO. 16, TO LIMIT THE PERIOD FOR WHICH A PUBLIC EMPLOYER MAY BE REQUIRED TO PROVIDE FAMILY AND MEDICAL LEAVE.)"
103,Senate,8,1993-02-04,1,8,1,98,0.0,0.0,0.0,0.0,0.0,S5,Motion to Table Failed,With respect to military policy with respect to homosexuals.,On the Motion to Table,"(SENATE FAILED TO TABLE THE MITCHELL AMENDMENT NO. 18 (TO AMENDMENT NO. 17), EXPRESSING THE SENSE OF THE CONGRESS WITH RESPECT TO CURRENT MILITARY POLICY WITH RESPECT TO THE SERVICE OF HOMOSEXUALS IN THE ARMED FORCES.)"
103,Senate,9,1993-02-04,1,9,63,37,0.061,0.014,0.714,0.576,-7.148,S5,Motion to Table Agreed to,To provide for a review of Department of Defense policy concerning service of homosexuals in the Armed Forces.,On the Motion to Table,"(SENATE TABLED THE DOLE AMENDMENT NO. 19 (TO AMENDMENT NO. 17), RELATING TO A REVIEW OF DEPARTMENT OF DEFENSE POLICY CONCERNING SERVICE OF HOMOSEXUALS IN THE ARMED FORCES.)"
103,Senate,10,1993-02-04,1,10,59,39,0.056,-0.143,0.185,0.091,-29.448,S5,Motion to Table Agreed to,To modify provisions relating to intermittent leave and leave on a reduced leave schedule.,On the Motion to Table,"(SENATE TABLED THE BROWN AMENDMENT NO. 22, TO MODIFY PROVISIONS RELATING TO INTERMITTENT LEAVE AND LEAVE ON A REDUCED LEAVE SCHEDULE.)"
103,Senate,11,1993-02-04,1,11,72,27,0.202,-0.023,0.242,0.285,-22.997,HR1,Bill Passed,A bill to grant family and temporary medical leave under certain circumstances.,On Passage of the Bill,"H.R.1    BY FORD, WILLIAM (D-MI) -- FAMILY AND MEDICAL LEAVE ACT OF 1993 (PUB. L. 103-3, APPROVED 2/05/93) (SENATE PASSED H.R. 1, TO GRANT FAMILY AND TEMPORARY MEDICAL LEAVE UNDER CERTAIN CIRCUMSTANCES.)"
