congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
107,Senate,1,2001-01-23,1,1,101,0,0.0,0.0,0.0,0.0,0.0,PN101,Nomination Confirmed,"Mitchell E. Daniels, Jr., of Indiana, to be Director of the Office of Management and Budget",On the Nomination,
107,Senate,2,2001-01-23,1,2,101,0,0.0,0.0,0.0,0.0,0.0,PN102,Nomination Confirmed,"Anthony Joseph Principi, of California, to be Secretary of Veterans Affairs",On the Nomination,
107,Senate,3,2001-01-23,1,3,101,0,0.0,0.0,0.0,0.0,0.0,PN93,Nomination Confirmed,"Melquiades Rafael Martinez, of Florida, to be Secretary of Housing and Urban Development",On the Nomination,
107,Senate,4,2001-01-24,1,4,101,0,0.0,0.0,0.0,0.0,0.0,PN98,Nomination Confirmed,"Tommy G. Thompson, of Wisconsin, to be Secretary of Health and Human Services",On the Nomination,
107,Senate,5,2001-01-24,1,5,101,0,0.0,0.0,0.0,0.0,0.0,PN104,Nomination Confirmed,"Norman Y. Mineta, of California, to be Secretary of Transportation",On the Nomination,
107,Senate,6,2001-01-30,1,6,76,24,-0.315,0.036,-0.332,-0.191,-24.433,PN96,Nomination Confirmed,"Gale Ann Norton, of Colorado, to be Secretary of the Interior",On the Nomination,
107,Senate,7,2001-01-30,1,7,100,0,0.0,0.0,0.0,0.0,0.0,PN97,Nomination Confirmed,"Christine Todd Whitman, of New Jersey, to be Administrator of the Environmental Protection Agency",On the Nomination,
107,Senate,8,2001-02-01,1,8,59,42,-0.148,-0.134,-0.299,0.007,-18.634,PN107,Nomination Confirmed,"John Ashcroft, of Missouri, to be Attorney General",On the Nomination,
107,Senate,9,2001-02-06,1,9,99,0,0.0,0.0,0.0,0.0,0.0,PN105,Nomination Confirmed,"Robert B. Zoellick, of Virginia, to be United States Trade Representative, with the rank of Ambassador",On the Nomination,
107,Senate,10,2001-02-07,1,10,99,0,0.0,0.0,0.0,0.0,0.0,S248,Bill Passed,"A bill to amend the Admiral James W. Nance and Meg Donovan Foreign Relations Authorization Act, Fiscal Years 2000 and 2001, to adjust a condition on the payment of arrearages to the United Nations that sets the maximum share of any United Nations peacekeeping operation's budget that may be assessed of any  country.",On Passage of the Bill,
107,Senate,11,2001-02-08,1,11,98,0,0.0,0.0,0.0,0.0,0.0,S235,Bill Passed,"A bill to provide for enhanced safety, public awareness, and environmental protection in pipeline transportation, and for other purposes.",On Passage of the Bill,
107,Senate,12,2001-02-14,1,12,98,0,0.0,0.0,0.0,0.0,0.0,S320,Bill Passed,"A bill to make technical corrections in patent, copyright, and trademark laws.",On Passage of the Bill,
