congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
107,Senate,15021,21,0,IL,100,0,1,"DURBIN, Richard Joseph",D000563,1944,,-0.351,-0.319,-84.18077,0.83109,455,30,,-0.401,-0.316
107,Senate,49900,21,0,IL,200,0,1,"FITZGERALD, Peter G.",F000442,1960,,0.28,-0.825,-162.12208,0.689,435,79,,0.244,-0.786
107,Senate,14506,22,0,IN,200,0,1,"LUGAR, Richard Green",L000504,1932,,0.304,-0.466,-108.67767,0.788,457,43,,0.348,-0.513
107,Senate,49901,22,0,IN,100,0,1,"BAYH, Evan",B001233,1955,,-0.158,-0.142,-169.26993,0.69,456,67,,-0.191,-0.141
107,Senate,14226,31,0,IA,200,0,1,"GRASSLEY, Charles Ernest",G000386,1933,,0.346,-0.065,-110.16446,0.78579,457,51,,0.367,-0.153
107,Senate,14230,31,0,IA,100,0,1,"HARKIN, Thomas Richard (Tom)",H000206,1939,,-0.351,-0.546,-88.06097,0.822,449,34,,-0.367,-0.262
107,Senate,14852,32,0,KS,200,0,1,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.413,-0.091,-77.3231,0.84244,451,32,,0.424,0.141
107,Senate,29523,32,0,KS,200,0,1,"BROWNBACK, Sam Dale",B000953,1956,,0.439,-0.306,-104.53559,0.792,449,42,,0.425,-0.376
107,Senate,14921,51,0,KY,200,0,1,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.402,0.001,-60.31518,0.87636,457,21,,0.429,0.036
107,Senate,15406,51,0,KY,200,0,1,"BUNNING, James Paul David",B001066,1931,,0.521,-0.049,-68.79484,0.858,450,28,,0.521,-0.061
107,Senate,13056,45,0,LA,100,0,1,"BREAUX, John Berlinger",B000780,1944,,-0.123,0.702,-140.86484,0.732,452,61,,-0.071,0.653
107,Senate,49702,45,0,LA,100,0,1,"LANDRIEU, Mary L.",L000550,1955,,-0.203,0.444,-133.78041,0.742,449,59,,-0.189,0.51
107,Senate,14661,2,0,ME,200,0,1,"SNOWE, Olympia Jean",S000663,1947,,0.091,-0.548,-149.17404,0.722,457,68,,0.075,-0.6
107,Senate,49703,2,0,ME,200,0,1,"COLLINS, Susan Margaret",C001035,1952,,0.112,-0.542,-148.29831,0.72289,457,76,,0.093,-0.666
107,Senate,13039,52,0,MD,100,0,1,"SARBANES, Paul Spyros",S000064,1933,,-0.435,-0.221,-48.93206,0.898,457,15,,-0.467,-0.161
107,Senate,14440,52,0,MD,100,0,1,"MIKULSKI, Barbara Ann",M000702,1936,,-0.37,-0.128,-63.19347,0.87,453,23,,-0.374,0.115
107,Senate,10808,3,0,MA,100,0,1,"KENNEDY, Edward Moore (Ted)",K000105,1932,2009.0,-0.443,-0.49,-63.85896,0.865,440,29,,-0.455,-0.419
107,Senate,14920,3,0,MA,100,0,1,"KERRY, John Forbes",K000148,1943,,-0.352,-0.382,-61.60898,0.87,443,30,,-0.334,-0.316
107,Senate,14709,23,0,MI,100,0,1,"LEVIN, Carl",L000261,1934,,-0.395,-0.116,-67.68038,0.862,457,26,,-0.431,0.092
107,Senate,29732,23,0,MI,100,0,1,"STABENOW, Deborah Ann",S000770,1950,,-0.342,-0.015,-77.51934,0.84367,456,29,,-0.366,0.059
107,Senate,40101,33,0,MN,100,0,1,"DAYTON, Mark",D000596,1947,,-0.421,0.209,-69.73972,0.855,445,30,,-0.488,-0.005
107,Senate,40106,33,0,MN,328,2,5,"BARKLEY, Dean",B001237,1950,,,,,,,,,-0.032,-0.999
107,Senate,49101,33,0,MN,100,1,1,"WELLSTONE, Paul David",W000288,1944,2002.0,-0.583,-0.672,-43.23178,0.907,444,14,,-0.632,-0.228
107,Senate,14009,46,0,MS,200,0,1,"COCHRAN, William Thad",C000567,1937,,0.287,0.051,-114.48188,0.77841,457,49,,0.264,-0.109
107,Senate,14031,46,0,MS,200,0,1,"LOTT, Chester Trent",L000447,1941,,0.39,0.194,-85.12272,0.827,448,36,,0.501,-0.064
107,Senate,15501,34,0,MO,200,0,1,"BOND, Christopher Samuel (Kit)",B000611,1939,,0.31,-0.169,-104.17691,0.794,451,43,,0.393,-0.084
107,Senate,40102,34,0,MO,100,0,1,"CARNAHAN, Jean",C001043,1933,,-0.239,0.259,-117.37756,0.77,449,51,,-0.239,0.28
107,Senate,14203,64,0,MT,100,0,1,"BAUCUS, Max Sieben",B000243,1941,,-0.212,0.017,-198.92239,0.64,445,101,,-0.117,0.199
107,Senate,15701,64,0,MT,200,0,1,"BURNS, Conrad",B001126,1935,2016.0,0.361,0.222,-76.36519,0.843,446,31,,0.42,0.386
107,Senate,40103,35,0,NE,100,0,1,"NELSON, Earl Benjamin (Ben)",N000180,1941,,-0.03,0.588,-130.94141,0.75,456,51,,-0.043,0.466
107,Senate,49704,35,0,NE,200,0,1,"HAGEL, Charles Timothy (Chuck)",H001028,1946,,0.344,-0.498,-103.62884,0.795,452,37,,0.37,-0.358
107,Senate,15054,65,0,NV,100,0,1,"REID, Harry",R000146,1939,,-0.276,0.258,-83.14249,0.833,455,30,,-0.333,0.231
107,Senate,29537,65,0,NV,200,0,1,"ENSIGN, John Eric",E000194,1958,,0.508,-0.464,-152.2589,0.709,443,61,,0.367,-0.657
107,Senate,14826,4,0,NH,200,0,1,"GREGG, Judd Alan",G000445,1947,,0.429,-0.737,-113.07194,0.776,446,54,,0.417,-0.748
107,Senate,15116,4,0,NH,200,0,1,"SMITH, Robert C.",S000606,1941,,0.623,-0.468,-100.77614,0.799,450,48,,0.565,-0.389
107,Senate,15071,12,0,NJ,100,0,1,"TORRICELLI, Robert Guy",T000317,1951,,-0.262,-0.118,-153.97931,0.698,429,70,,-0.22,-0.07
107,Senate,40104,12,0,NJ,100,0,1,"CORZINE, Jon Stevens",C001042,1947,,-0.446,-0.596,-75.46615,0.847,454,33,,-0.489,-0.543
107,Senate,14103,66,0,NM,200,0,1,"DOMENICI, Pete Vichi",D000407,1932,,0.257,-0.247,-78.55989,0.826,410,33,,0.292,-0.148
107,Senate,14912,66,0,NM,100,0,1,"BINGAMAN, Jesse Francis, Jr. (Jeff)",B000468,1943,,-0.266,0.045,-112.25309,0.776,443,53,,-0.252,-0.025
107,Senate,14858,13,0,NY,100,0,1,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.358,-0.4,-92.31126,0.81454,450,43,,-0.323,-0.326
107,Senate,40105,13,0,NY,100,0,1,"CLINTON, Hillary Rodham",C001041,1947,,-0.367,-0.243,-82.66047,0.833,453,32,,-0.363,-0.075
107,Senate,14105,47,0,NC,200,0,1,"HELMS, Jesse",H000463,1921,2008.0,0.631,0.776,-39.78209,0.886,328,13,,0.744,0.579
107,Senate,49902,47,0,NC,100,0,1,"EDWARDS, John",E000286,1953,,-0.291,0.127,-92.00554,0.817,455,44,,-0.261,0.113
107,Senate,14812,36,0,ND,100,0,1,"DORGAN, Byron Leslie",D000432,1942,,-0.267,0.09,-93.06907,0.814,453,38,,-0.299,0.434
107,Senate,15502,36,0,ND,100,0,1,"CONRAD, Kent",C000705,1948,,-0.296,0.582,-119.27792,0.769,455,52,,-0.33,0.542
107,Senate,15020,24,0,OH,200,0,1,"DeWINE, Michael",D000294,1947,,0.289,-0.418,-125.30782,0.76,457,59,,0.261,-0.413
107,Senate,49903,24,0,OH,200,0,1,"VOINOVICH, George Victor",V000126,1936,2016.0,0.239,-0.803,-152.10928,0.712,447,72,,0.358,-0.835
107,Senate,14908,53,0,OK,200,0,1,"NICKLES, Donald Lee",N000102,1948,,0.52,0.111,-86.76649,0.826,454,37,,0.595,-0.233
107,Senate,15424,53,0,OK,200,0,1,"INHOFE, James Mountain",I000024,1934,,0.556,0.045,-72.67811,0.84901,444,40,,0.516,0.208
107,Senate,14871,72,0,OR,100,0,1,"WYDEN, Ronald Lee",W000779,1949,,-0.328,-0.462,-127.2456,0.75697,457,52,,-0.279,-0.367
107,Senate,49705,72,0,OR,200,0,1,"SMITH, Gordon Harold",S001142,1952,,0.192,-0.21,-141.73466,0.731,453,66,,0.178,-0.134
107,Senate,14910,14,0,PA,200,0,1,"SPECTER, Arlen",S000709,1930,2012.0,0.068,-0.627,-176.69613,0.678,454,84,,0.057,-0.754
107,Senate,29141,14,0,PA,200,0,1,"SANTORUM, Richard John (Rick)",S000059,1958,,0.338,-0.234,-95.22231,0.809,450,44,,0.457,-0.215
107,Senate,29142,5,0,RI,100,0,1,"REED, John F. (Jack)",R000122,1949,,-0.37,-0.189,-68.09538,0.86128,456,27,,-0.467,-0.243
107,Senate,49905,5,0,RI,200,0,1,"CHAFEE, Lincoln Davenport",C001040,1953,,0.003,-1.0,-166.49848,0.694,456,76,,-0.003,-0.964
107,Senate,9369,48,0,SC,200,0,1,"THURMOND, James Strom",T000254,1902,2003.0,0.391,0.227,-90.21354,0.818,448,37,,0.522,0.482
107,Senate,11204,48,0,SC,100,0,1,"HOLLINGS, Ernest Frederick",H000725,1922,,-0.293,0.925,-122.3501,0.765,456,55,,-0.379,0.926
107,Senate,14617,37,0,SD,100,0,1,"DASCHLE, Thomas Andrew",D000064,1947,,-0.303,0.114,-109.42347,0.78,440,34,,-0.28,-0.082
107,Senate,15425,37,0,SD,100,0,1,"JOHNSON, Timothy Peter (Tim)",J000177,1946,,-0.25,0.143,-104.32787,0.794,452,50,,-0.251,0.34
107,Senate,49502,54,0,TN,200,0,1,"FRIST, William H.",F000439,1952,,0.366,-0.222,-65.42179,0.865,451,24,,0.439,-0.159
107,Senate,49503,54,0,TN,200,0,1,"THOMPSON, Fred Dalton",T000457,1942,2015.0,0.403,-0.678,-100.02664,0.8,448,45,,0.384,-0.607
107,Senate,14628,49,0,TX,200,0,1,"GRAMM, William Philip (Phil)",G000365,1942,,0.551,-0.108,-92.77315,0.81,441,43,,0.62,-0.351
107,Senate,49306,49,0,TX,200,0,1,"HUTCHISON, Kathryn Ann Bailey (Kay)",H001016,1943,,0.356,0.012,-122.25501,0.761,448,55,,0.359,-0.056
107,Senate,14503,67,0,UT,200,0,1,"HATCH, Orrin Grant",H000338,1934,,0.382,-0.004,-76.60836,0.84217,446,28,,0.395,-0.021
107,Senate,49307,67,0,UT,200,0,1,"BENNETT, Robert",B000382,1933,2016.0,0.331,-0.11,-77.53902,0.84,445,33,,0.413,-0.013
107,Senate,14240,6,0,VT,200,0,1,"JEFFORDS, James Merrill",J000072,1934,2014.0,0.014,-0.687,-46.28591,0.718,140,23,,0.003,-0.891
107,Senate,14307,6,0,VT,100,0,1,"LEAHY, Patrick Joseph",L000174,1940,,-0.361,-0.129,-59.34797,0.8767,451,22,,-0.394,-0.153
107,Senate,94240,6,0,VT,328,0,1,"JEFFORDS, James Merrill",J000072,1934,2014.0,-0.277,-0.603,-96.37305,0.724,298,40,,-0.285,-0.608
107,Senate,14712,40,0,VA,200,0,1,"WARNER, John William",W000154,1927,,0.262,-0.131,-108.13368,0.786,450,52,,0.255,-0.104
107,Senate,29148,40,0,VA,200,0,1,"ALLEN, George",A000121,1952,,0.409,-0.053,-99.86882,0.803,454,42,,0.357,0.001
107,Senate,39310,73,0,WA,100,0,1,"CANTWELL, Maria E.",C000127,1958,,-0.302,-0.409,-98.57548,0.80521,455,40,,-0.287,-0.469
107,Senate,49308,73,0,WA,100,0,1,"MURRAY, Patty",M001111,1950,,-0.351,-0.293,-90.60885,0.81871,453,42,,-0.314,-0.386
107,Senate,1366,56,0,WV,100,0,1,"BYRD, Robert Carlyle",B001210,1917,2010.0,-0.309,0.729,-174.57473,0.682,456,71,,-0.31,0.787
107,Senate,14922,56,0,WV,100,0,1,"ROCKEFELLER, John Davison IV (Jay)",R000361,1937,,-0.326,0.177,-80.55262,0.837,454,33,,-0.332,0.269
107,Senate,15703,25,0,WI,100,0,1,"KOHL, Herbert H.",K000305,1935,,-0.256,-0.406,-100.16158,0.798,445,42,,-0.239,-0.222
107,Senate,49309,25,0,WI,100,0,1,"FEINGOLD, Russell Dana",F000061,1953,,-0.308,-0.951,-184.17268,0.668,457,90,,-0.279,-0.96
107,Senate,15633,68,0,WY,200,0,1,"THOMAS, Craig Lyle",T000162,1933,2007.0,0.446,-0.128,-82.05068,0.833,448,35,,0.554,0.01
107,Senate,49706,68,0,WY,200,0,1,"ENZI, Michael B.",E000285,1944,,0.545,0.196,-86.5887,0.82318,445,46,,0.525,0.088
