congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
94,Senate,1,1975-01-27,,,88,6,0.233,0.972,0.145,0.374,-16.015,SRES21,,,,"TO AGREE TO S. RES. 21, CREATING A SELECT COMMITTEE TO STUDY GOVERNMENTAL INTELLIGENCE GATHERING ACTIVITIES, TO BE CHAIRED BY SEN. CHURCH."
94,Senate,2,1975-01-28,,,38,61,0.082,0.745,-0.471,0.419,-8.133,,,,,"TO AGREE TO A MOTION (IN THE NATURE OF A SUBSTITUTE FOR MANSFIELD MOTION) CALLING FOR THE SEATING OF LOUIS C. WYMAN, REPUBLICAN CONTESTANT FOR NEW HAMPSHIRE SENATE SEAT, WITHOUT PREJUDICE TO MR. DURKIN, AND REFERRING THE MATTER TO THE COMMITTEE ON RULES AND ADMINISTRATION.  THE MANSFIELD MOTION REFERS THE MATTER TO THE COMMITTEE ON RULES AND ADMINISTRATION WITHOUT PROVIDING TO SEAT ANYONE."
94,Senate,3,1975-01-28,,,43,56,-0.164,-0.518,-0.745,0.37,-5.851,,,,,"TO AGREE TO A MOTION (IN THE NATURE OF A SUBSTITUTE FOR THE MANSFIELD MOTION, SEE VAR. 13) DECLARING THE NEW HAMPSHIRE SENATE SEAT VACANT SUBJECT TO THE CALLING OF A SPECIAL ELECTION ON THAT STATE."
94,Senate,4,1975-01-28,,,61,38,-0.025,-0.067,0.58,-1.154,-0.451,,,,,TO REFER TO THE COMMITTEE ON RULES AND ADMINISTRATION FOR ITS RECOMMENDATION THE MATTER OF THE NEW HAMPSHIRE SENATORIAL ELECTION CONTEST BETWEEN LOUIS C WYMAN (REP AND JOHN A. DURKIN (DEM).
94,Senate,5,1975-01-29,,,61,27,0.354,-0.206,0.133,0.409,-36.554,S281,,,,"TO PASS S. 281, AUTHORIZING $275 MILLION IN INTERIM FUNDS FOR MAINTAINANCE AND CONTINUED SERVICE OF RAILROADS OPERATING UNDER THE REGIONAL RAILROAD REORGANIZATION ACT."
94,Senate,6,1975-02-05,,,89,0,0.0,0.0,0.0,0.0,0.0,SRES58,,,,"TO AGREE TO S. RES. 58, EXPRESSING THE SENSE OF THE SENATE THAT THE SEC'Y OF AGRICULTURE MAKE A STUDY OF THE FOOD STAMP PROGRAM AND SUBMIT HIS LEGISLATIVE RECOMMENDATIONS THEREON."
94,Senate,7,1975-02-05,,,35,53,0.191,-0.979,-0.357,-0.413,-21.239,HR1589,,,,"TO AMEND H.R. 1589, A BILL TO PROHIBIT INCREASES IN THE COST OF COUPONS TO FOOD STAMP RECIPIENTS UNTIL DEC. 30, 1975, BY DIRECTING SEC'Y OF AGRI. TO MAKE A STUDY OF THE FOOD STAMP PROGRAM AND SUBMIT HIS LEGISLATIVE RECOMMENDATIONS THEREON."
94,Senate,8,1975-02-05,,,83,10,0.154,0.988,0.186,0.349,-17.125,HR1589,,,,"TO PASS H.R. 1589, A BILL TO PROHIBIT INCREASES IN THE COST OF COUPONS TO FOOD STAMP RECIPIENTS UNTIL DEC. 30, 1975."
94,Senate,9,1975-02-18,,,20,74,0.621,0.784,-0.177,0.249,-35.281,HR2634,,,,"TO AMEND H.R. 2634, A BILL PROVIDING A TEMPORARY INCREASE IN THE DEBT LIMIT AND EXTENDING THE DEBT LIMIT TO JUNE 30, 1975, BY, IN EFFECT, ELIMINATING THE CEILING ON THE NATIONAL DEBT."
94,Senate,10,1975-02-18,,,75,20,0.11,0.524,0.091,0.349,-35.578,HR2634,,,,"TO PASS H.R. 2634, A BILL PROVIDING A TEMPORARY INCREASE IN THE DEBT LIMIT AND EXTENDING THE DEBT LIMIT THROUGH JUNE 30, 1975."
94,Senate,11,1975-02-19,,,25,70,-0.156,-0.988,-0.171,0.456,-24.532,HR1767,,,,"TO AMEND H.R. 1767, A BILL PROVIDING A 90-DAY SUSPENSION OF PRESIDENTIAL AUTHORITY TO IMPOSE TARIFFS ON IMPORTED OF SUCH AUTHORITY APPLICABLE ONLY TO EITHER IMPORTED PETROLEUM PRODUCTS, BY PROVIDING FOR A 60-DAY SUSPENSION GASOLINE OR CRUDE OIL ULTIMATELY REFINED INTO GASOLINE."
94,Senate,12,1975-02-19,,,18,77,-0.079,-0.997,-0.162,0.527,-23.06,HR1767,,,,"TO AMEND H.R. 1767, BY PROVIDING A 60-DAY SUSPENSION OF PRES. AUTHORITY TO IMPOSE TARIFFS ON IMPORTED PETROLEUM PRODUCTS AND LIMITING SUCH AUTHORITY TO CRUDE OIL ONLY."
94,Senate,13,1975-02-19,,,69,30,0.129,-0.311,0.242,0.019,-20.498,HR1767,,,,TO PASS H.R. 1767.
94,Senate,14,1975-02-20,,,52,44,0.041,-0.313,0.242,0.59,-28.21,SRES4,,,,"TO TABLE MANSFIELD POINT OF ORDER AGAINST PEARSON MOTION THAT SENATE NOW CONSIDER S.RES. 4, AMENDING RULE 22 SO AS TO LIMIT DEBATE; THAT DEBATE ON HIS (PEARSON'S) MOTION TO CONSIDER BE BROUGHT TO A CLOSE BY THE CHAIR IMMEDIATELY PUTTING THE MOTION TO END DEBATE TO THE SENATE FOR A YEA AND NAY VOTE AND, UPON THE ADOPTION THEREOF, BY A MAJORITY OF THOSE PRESENT AND VOTING, THE CHAIR SHALL IMMEDIATELY, WITHOUT FURTHER DEBATE, PUT TO THE SENATE THE QUESTION ON THE ADOPTION OF THE PENDING MOTION TO PROCEED TO THE CONSIDERATION OF S. RES. 4."
94,Senate,15,1975-02-24,,,30,58,0.159,-0.282,-0.304,-0.592,-18.185,,,,,TO RECESS FOR 1 HOUR (S.RES 4 PENDING ON THE SENATE CALENDER).
94,Senate,16,1975-02-24,,,39,51,-0.101,0.135,-0.571,-1.092,-13.186,SRES4,,,,TO TABLE ITEM I OF ALLEN MOTION.  ITEM I PROVIDES TO NOW CONSIDER S. RES. 4.
94,Senate,17,1975-02-24,,,28,60,0.073,0.031,-0.426,-0.746,-12.832,,,,,TO RECESS UNTIL 5 O'CLOCK.
94,Senate,18,1975-02-24,,,56,33,0.023,0.03,0.218,0.374,-24.474,,,,,"TO TABLE ALLEN APPEAL FROM THE RULING OF THE CHAIR THAT ALLEN POINT OF ORDER WAS NOT WELL TAKEN.  THE ALLEN POINT OF ORDER WAS THAT THE ""ENTIRE MOTION"" (REFERRING TO HIS ENTIRE ORIGINAL MOTION RELATING TO CONSIDERATION OF S. RES. 4) WAS OUT OF ORDER."
94,Senate,19,1975-02-24,,,53,36,-0.267,0.717,0.439,0.856,-16.468,,,,,"TO TABLE MOTION TO RECONSIDER VOTE TABLING ALLEN'S APPEAL FROM THE RULING OF THE CHAIR THAT HIS POINT OF ORDER AGAINST ""THE ENTIRE MOTION"" (P.S2497) WAS NOT WELL TAKEN. THE ""ENTIRE MOTION"" SEEMS TO REFER TO SEN. ALLENS ORIGINAL MOTION TO CONSIDER S. RES. 4."
94,Senate,20,1975-02-24,,,50,41,0.139,-0.594,0.276,0.54,-25.313,SRES4,,,,TO TABLE SEN. MANSFIELD'S POINT OF ORDER THAT SEN. MONDALE'S MOTION TO CLOSE DEBATE ON ALLEN'S MOTION TO NOW CONSIDER S. RES. 4 WAS OUT OF ORDER.
94,Senate,21,1975-02-24,,,50,41,0.016,-0.266,0.368,0.77,-18.759,SRES4,,,,TO RECONSIDER THE VOTE BY WHICH SEN. MANSFIELD'S POINT OF ORDER AGAINST SEN. MONDALE'S MOTION TO CLOSE DEBATE ON SEN. ALLEN'S MOTION TO CONSIDER S. 4 WAS TABLED.
94,Senate,22,1975-02-24,,,50,41,0.016,-0.266,0.368,0.77,-18.759,SRES4,,,,TO SUSTAIN THE RULING OF THE CHAIR THAT SEN. MONDALE'S MOTION TO CLOSE DEBATE ON SEN. ALLEN'S MOTION TO CONSIDER S. RES. 4 WAS NOT DEBATABLE.
94,Senate,23,1975-02-25,,,55,36,0.073,-0.29,0.301,0.511,-19.607,SRES4,,,,TO TABLE SEN. ALLEN'S MOTION TO POSTPONE UNTIL THE NEXT LEGISLATIVE DAY HIS MOTION TO CLOSE DEBATE ON ALLEN MOTION TO NOW CONSIDER S. RES. 4.
94,Senate,24,1975-02-25,,,90,2,0.0,0.0,0.0,0.0,0.0,SRES4,,,,TO TABLE SEN. TOWER'S POINT OF ORDER AGAINST SEN. H.C. BYRD'S MOTION TO POSTPONE FOR 1 WEEK CONSIDERATION OF MONDALE MOTION TO CLOSE DEBATE ON ALLEN MOTION TO NOW CONSIDER S. RES. 4.
94,Senate,25,1975-02-25,,,55,38,-0.102,0.201,0.503,0.959,-14.474,SRES4,,,,TO TABLE SEN. H.C. BYRD'S MOTION TO POSTPONE FOR 1 WEEK MONDALE MOTION TO CLOSE DEBATE ON ALLEN MOTION TO NOW CONSIDER S. RES. 4.
94,Senate,26,1975-02-26,,,87,8,-0.138,0.945,0.093,0.919,-13.83,S281,,,,"TO CLOSE FURTHER DEBATE ON S. 281, AUTHORIZING ADDITIONAL INTERIM FUNDING FOR MAINTENANCE AND CONTINUED SERVICE OF RAILROADS OPERATING UNDER THE REGIONAL RAILROAD REORGANIZATION ACT."
94,Senate,27,1975-02-26,,,92,0,0.0,0.0,0.0,0.0,0.0,S281,,,,"TO TABLE THE ALLEN APPEAL FROM A RULING OF THE CHAIR THAT SEN. ALLEN'S POINT OF ORDER THAT RULE 22 UNDER WHICH CLOTURE ON DEBATE ON S. 281 WAS INVOKED, (SEE VAR. 36) WAS NOT IN EFFECT, WAS OUT OF ORDER."
94,Senate,28,1975-02-26,,,64,30,0.391,-0.306,0.126,0.4,-41.244,S281,,,,TO AGREE TO A HOUSE AMENDMENT TO S. 281.  THE AMENDMENT CONTAINED THE LANGUAGE OF H.R. 2051.
94,Senate,29,1975-02-26,,,57,35,-0.157,0.421,0.483,1.1,-14.4,SRES4,,,,TO TABLE SEN. ALLEN'S MOTION TO POSTPONE FOR 30 DAYS SEN. MONDALE'S MOTION TO CLOSE DEBATE ON ALLEN MOTION TO NOW CONSIDER S. RES. 4.
94,Senate,30,1975-02-26,,,47,43,-0.021,-0.21,0.267,0.613,-23.764,SRES4,,,,TO TABLE MANSFIELD POINT OF ORDER AGAINST MONDALE MOTION TO CLOSE DEBATE ON ALLEN MOTION TO CONSIDER S. RES. 4.
94,Senate,31,1975-02-26,,,62,29,0.31,-0.197,0.111,0.314,-41.721,HJR210,,,,"TO PASS H.J.RES. 210, MAKING FURTHER URGENT SUPPLEMENTAL APPROPRIATIONS FOR FISCAL 1975."
94,Senate,32,1975-03-03,,,54,38,-0.129,-0.24,-0.227,-0.532,-29.416,SRES4,,,,TO RECONSIDER THE VOTE BY WHICH SEN. MANSFIELD'S POINT OF ORDER AGAINST.  SEN. MONDALE'S MOTION TO CLOSE DEBATE ON ALLEN MOTION TO CONSIDER S. RES. 4 WAS TABLED
94,Senate,33,1975-03-03,,,40,52,-0.122,-0.21,0.254,0.576,-26.915,,,,,TO TABLE SEN. MANSFIELD'S POINT OF ORDER.  (SEE VAR. 42)
94,Senate,34,1975-03-03,,,48,16,-0.128,0.914,0.27,0.437,-13.64,,,,,TO ADJOURN.
94,Senate,35,1975-03-04,,,66,26,0.04,0.286,0.261,0.404,-18.845,,,,,"TO TABLE SEN. ALLEN'S MOTION TO AMEND THE JOURNAL OF MAR. 03 BY INSERTING THE ""PRAYER OF ST. FRANCIS OF ASSISI."""
94,Senate,36,1975-03-04,,,62,26,0.269,-0.898,0.248,0.222,-23.612,,,,,TO TABLE SEN. ALLEN'S MOTION TO AMEND THE JOURNAL OF MAR. 03 BY INSERTING THE LORD'S PRAYER.
94,Senate,37,1975-03-04,,,63,27,0.102,0.004,0.295,0.501,-17.72,,,,,TO TABLE SEN. HELMS MOTION TO RECONSIDER THE VOTE BY WHICH SEN. ALLEN'S MOTION TO INSERT THE LORD'S PRAYER IN THE JOURNAL OF MAR. 03 WAS TABLED.
94,Senate,38,1975-03-04,,,29,63,0.085,-0.026,-0.347,-0.517,-15.736,,,,,THAT THE SENATE RECESS UNTIL 2:05 THAT AFTERMOON.
94,Senate,39,1975-03-04,,,86,8,0.035,0.999,0.118,0.465,-18.758,SRES4,,,,TO TABLE SEN. ALLEN'S MOTION THAT THE SENATE PROCEED TO CONSIDER S. RES. 4.
94,Senate,40,1975-03-04,,,65,28,0.052,0.2,0.298,0.36,-16.812,SRES4,,,,TO TABLE SEN. HELM'S MOTION TO RECONSIDER THE VOTE TABLING SEN. ALLEN'S MOTION THAT THE SENATE PROCEED TO CONSIDER S. RES. 4.
94,Senate,41,1975-03-05,,,54,43,0.134,-0.699,-0.252,-0.683,-33.132,SRES4,,,,ON A VOTE REQUESTED BY SEN. CURTIS TO AGREE TO THE MANSFIELD POINT OF ORDER AGAINST SEN. MONDALE'S MOTION TO CLOSE DEBATE ON SEN. ALLEN'S MOTION TO CONSIDER S. RES. 4.
94,Senate,42,1975-03-05,,,75,23,-0.215,0.971,0.209,0.562,-24.54,SRES4,,,,"TO IMPOSE CLOTURE ON THE ALLEN MOTION TO CONSIDER S.RES. 4. (THIS CLOTURE MOTION WAS OFFERED IN LIEU OF MONDALE MOTION, AS PART OF LEADERSHIP COMPROMISE.)"
94,Senate,43,1975-03-05,,,69,27,-0.233,0.904,0.276,0.668,-22.263,SRES4,,,,TO NOW CONSIDER S. RES. 4.
94,Senate,44,1975-03-05,,,86,5,-0.59,0.097,-0.26,0.073,-13.601,,,,,TO CONFIRM CARLA A. HILLS AS SECRETARY OF HOUSING AND URBAN DEVELOPMENT.
94,Senate,45,1975-03-07,,,74,23,-0.207,0.932,0.204,0.569,-24.311,SRES4,,,,"TO IMPOSE CLOTURE ON S. RES. 4, AS AMENDED BY THE COMPROMISE AMENDMENT OFFERED BY BYRD, TO PROVIDE THAT CLOTURE MAY BE INVOKED BY 3/5 OF SENATORS DULY CHOSEN AND SWORN AND THAT FURTHER CHANGE OF RULE 22 WILL REQUIRE A 2/3 MAJORITY."
