congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
96,Senate,1,1979-02-22,,,51,38,-0.042,-0.157,0.605,-1.059,-0.47,,,,,"TO TABLE THE STEVENS AMENDMENT TO S. RES. 61, A RESOLUTION TO AMEND THE STANDING RULES OF THE SENATE.  THE STEVENS AMENDMENT PROVIDES THAT THE 100 HOUR TIME CAP ON DEBATE AFTER CLOTURE CONSISTS OF ONE HOUR PER SENATOR. (MOTION PASSED)"
96,Senate,2,1979-02-22,,,52,39,-0.082,-0.997,0.432,-0.171,-10.557,,,,,TO TABLE THE HELMS AMENDMENT TO S. RES. 61.  THE HELMS AMENDMENT LIMITS DEBATE AFTER CLOTURE TO NOT MORE THAN 8 HOURS A DAY. (MOTION PASSED)
96,Senate,3,1979-02-22,,,92,2,0.0,0.0,0.0,0.0,0.0,,,,,"TO AMEND S. RES. 61, BY PROHIBITING THE REDUCTION OF THE POST-CLOTURE CAP BELOW 100 HOURS.  (MOTION PASSED)"
96,Senate,4,1979-02-22,,,51,43,-0.191,-0.326,0.251,-0.285,-17.967,,,,,"TO TABLE THE STEVENS AMENDMENT TO S. RES. 61.  THE STEVENS AMENDMENT DELETES LANGUAGE AND SUBSTITUTES A PROVISION PERMITTING A SENATOR TO YIELD HIS POST-CLOTURE DEBATE TIME TO ANOTHER, BUT PROHIBITS ANY SENATOR FROM ACCUMULATING MORE THAN 3 HOURS.  (MOTION PASSED)"
96,Senate,5,1979-02-22,,,55,38,-0.255,-0.747,0.625,-0.841,-4.934,,,,,TO TABLE THE JAVITS AMENDMENT TO S. RES. 61.  THE JAVITS AMENDMENT EXEMPTS TIME REQUIRED FOR ROLLCALLS FROM THE 100-HOUR CAP ON DEBATE AFTER CLOTURE.  (MOTION PASSED)
96,Senate,6,1979-02-22,,,79,17,0.374,-0.497,0.658,0.73,-10.913,,,,,TO AGREE TO S. RES. 61.  (MOTION PASSED)
96,Senate,7,1979-02-22,,,34,54,-0.244,-0.117,0.217,0.076,-32.902,,,,,"TO DISCHARGE THE COMMITTEE ON ENERGY AND NATURAL RESOURCES FROM FURTHER CONSIDERATION OF S. RES. 54, A RESOLUTION DISAPPROVING THE PRESIDENT'S ENERGY ACTION, REGARDING EXEMPTING AVIATION GASOLINE AND KEROSENE-BASE JET FUEL FROM MANDATORY PETROLEUM ALLOCATION REGULATIONS. (MOTION FAILED)"
96,Senate,8,1979-02-26,,,60,29,0.169,0.985,0.374,-0.163,-12.067,,,,,TO GO INTO EXECUTIVE SESSION TO CONSIDER THE NOMINATION OF LEONARD WOODCOCK TO BE U.S. AMBASSADOR TO THE PEOPLE'S REPUBLIC OF CHINA.  (MOTION PASSED)
96,Senate,9,1979-02-26,,,86,9,0.508,0.862,0.251,-0.02,-17.509,,,,,TO ADVISE AND CONSENT TO THE NOMINATION OF LEONARD WOODCOCK TO BE U.S. AMBASSADOR TO THE PEOPLE'S REPUBLIC OF CHINA. (MOTION PASSED)
96,Senate,10,1979-03-07,,,34,63,0.17,-0.949,-0.184,-0.057,-35.565,,,,,"TO AMEND S. 245, A BILL TO PROMOTE U.S. FOREIGN POLICY THROUGH THE MAINTENANCE OF RELATIONS WITH THE PEOPLE OF TAIWAN, BY SUBSTITUTING THE WORD ""TAIWAN"" FOR ""THE PEOPLE OF TAIWAN.""  (MOTION FAILED)"
