congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
97,Senate,1,1981-01-20,,,98,2,0.0,0.0,0.0,0.0,0.0,,,,,"TO CONFIRM THE NOMINATION OF CASPAR WILLARD WEINBERGER, OF CALIFORNIA, TO BE THE SECRETARY OF DEFENSE. (MOTION PASSED)"
97,Senate,2,1981-01-21,,,94,2,0.0,0.0,0.0,0.0,0.0,,,,,TO INSTRUCT THE SERGEANT AT ARMS TO REQUEST THE ATTENDANCE OF ABSENT SENATORS. (MOTION PASSED)
97,Senate,3,1981-01-21,,,94,6,-0.515,-0.094,-0.227,-0.24,-17.221,,,,,"TO CONFIRM THE NOMINATION OF ALEXANDER M. HAIG, OF CONNECTICUT, TO BE THE SECRETARY OF STATE. (MOTION PASSED)"
97,Senate,4,1981-01-21,,,100,0,0.0,0.0,0.0,0.0,0.0,,,,,"TO CONFIRM THE NOMINATION OF RICHARD S. SCHWEIKER, OF PENNSYLVANIA, TO BE THE SECRETARY OF HEALTH AND HUMAN SERVICES. (MOTION PASSED)"
97,Senate,5,1981-01-21,,,100,0,0.0,0.0,0.0,0.0,0.0,,,,,"TO CONFIRM THE NOMINATION OF WILLIAM EMERSON BROCK III, OF TENNESSEE, TO BE THE UNITED STATES TRADE REPRESENTATIVE, WITH THE RANK OF AMBASSADOR. (MOTION PASSED)"
97,Senate,6,1981-01-21,,,100,0,0.0,0.0,0.0,0.0,0.0,,,,,"(CONTINUED) TO CONFIRM THE NOMINATION OF DONALD T. REGAN, OF NEW JERSEY, TO BE THE SECRETARY OF THE TREASURY. (MOTION PASSED)"
97,Senate,7,1981-01-22,,,90,3,0.652,-0.758,0.175,-0.254,-11.892,,,,,TO INSTRUCT THE SERGEANT AT ARMS TO REQUEST THE PRESENCE OF ABSENT SENATORS. (MOTION PASSED)
97,Senate,8,1981-01-22,,,98,1,0.0,0.0,0.0,0.0,0.0,,,,,"TO CONFIRM THE NOMINATION OF WILLIAM FRENCH SMITH, OF CALIFORNIA, TO BE THE ATTORNEY GENERAL. (MOTION PASSED)"
97,Senate,9,1981-01-22,,,100,0,0.0,0.0,0.0,0.0,0.0,,,,,"TO CONFIRM THE NOMINATION OF JOHN R. BLOCK, OF ILLINOIS, TO BE THE SECRETARY OF AGRICULTURE. (MOTION PASSED)"
97,Senate,10,1981-01-22,,,99,1,0.0,0.0,0.0,0.0,0.0,,,,,"TO CONFIRM THE NOMINATION OF MALCOLM BALDRIGE, OF CONNECTICUT, TO BE THE SECRETARY OF COMMERCE. (MOTION (CONTINUED) PASSED)"
97,Senate,11,1981-01-22,,,100,0,0.0,0.0,0.0,0.0,0.0,,,,,"TO CONFIRM THE NOMINATION OF SAMUEL R. PIERCE, JR., OF NEW YORK, TO BE THE SECRETARY OF HOUSING AND URBAN DEVELOPMENT. (MOTION PASSED)"
